Date,SZ300164.Close
2012/01/01,5.28
2012/01/02,5.405
2012/01/03,5.235
2012/02/01,5.59
2012/02/02,5.9
2012/02/03,6.27
2012/03/01,6.27
2012/03/02,6.35
2012/03/03,6.43
2012/04/01,5.725
2012/04/02,5.92
2012/04/03,5.9
2012/05/01,6.31
2012/05/02,6.365
2012/05/03,5.98
2012/06/01,5.72
2012/06/02,6.08
2012/06/03,6.025
2012/07/01,6.13
2012/07/02,5.925
2012/07/03,6.35
2012/08/01,7.155
2012/08/02,7.305
2012/08/03,7.19
2012/09/01,7.165
2012/09/02,7.14
2012/09/03,6.515
2012/10/01,6.92
2012/10/02,6.85
2012/10/03,6.595
2012/11/01,6.68
2012/11/02,6.46
2012/11/03,5.865
2012/12/01,5.725
2012/12/02,5.925
2012/12/03,6.33
2013/01/01,6.48
2013/01/02,6.61
2013/01/03,6.72
2013/02/01,7.03
2013/02/02,7.03
2013/02/03,7.03
2013/03/01,7.03
2013/03/02,7.03
2013/03/03,7.03
2013/04/01,7.03
2013/04/02,7.03
2013/04/03,7.03
2013/05/01,7.03
2013/05/02,7.03
2013/05/03,7.03
2013/06/01,9.37
2013/06/02,9.125
2013/06/03,9.15
2013/07/01,8.7
2013/07/02,9.58
2013/07/03,9.835
2013/08/01,9.77
2013/08/02,9.46
2013/08/03,9.615
2013/09/01,9.27
2013/09/02,9.12
2013/09/03,10.165
2013/10/01,11.46
2013/10/02,11.99
2013/10/03,11.77
2013/11/01,12.325
2013/11/02,11.995
2013/11/03,10.22
2013/12/01,9.17
2013/12/02,9.76
2013/12/03,9.98
2014/01/01,11.16
2014/01/02,11.535
2014/01/03,11.6
2014/02/01,12.09
2014/02/02,12.955
2014/02/03,14.67
2014/03/01,14.66
2014/03/02,14.91
2014/03/03,14.15
2014/04/01,12.95
2014/04/02,14.165
2014/04/03,13.66
2014/05/01,12.95
2014/05/02,12.67
2014/05/03,12.655
2014/06/01,13.84
2014/06/02,14.69
2014/06/03,15.13
2014/07/01,15.255
2014/07/02,13.145
2014/07/03,13.27
2014/08/01,13.95
2014/08/02,13.74
2014/08/03,13.59
2014/09/01,13.32
2014/09/02,13.59
2014/09/03,13.65
2014/10/01,13.99
2014/10/02,14.0
2014/10/03,12.99
2014/11/01,12.74
2014/11/02,11.125
2014/11/03,11.285
2014/12/01,11.255
2014/12/02,10.69
2014/12/03,9.765
