Date,SH601328.Close
2008/01/01,15.49
2008/01/02,15.285
2008/01/03,12.95
2008/02/01,13.03
2008/02/02,12.705
2008/02/03,11.66
2008/03/01,11.415
2008/03/02,10.725
2008/03/03,10.0
2008/04/01,10.51
2008/04/02,9.77
2008/04/03,10.44
2008/05/01,9.89
2008/05/02,9.54
2008/05/03,8.845
2008/06/01,8.88
2008/06/02,7.785
2008/06/03,7.755
2008/07/01,7.625
2008/07/02,8.035
2008/07/03,8.52
2008/08/01,8.22
2008/08/02,7.69
2008/08/03,7.62
2008/09/01,7.085
2008/09/02,5.9
2008/09/03,6.23
2008/10/01,5.5
2008/10/02,5.545
2008/10/03,4.77
2008/11/01,4.905
2008/11/02,5.325
2008/11/03,5.08
2008/12/01,5.16
2008/12/02,5.2
2008/12/03,4.97
2009/01/01,5.32
2009/01/02,5.48
2009/01/03,5.77
2009/02/01,6.14
2009/02/02,6.195
2009/02/03,5.63
2009/03/01,5.7
2009/03/02,6.04
2009/03/03,6.5
2009/04/01,6.87
2009/04/02,7.17
2009/04/03,6.755
2009/05/01,7.25
2009/05/02,7.51
2009/05/03,7.3
2009/06/01,8.13
2009/06/02,8.79
2009/06/03,9.36
2009/07/01,10.07
2009/07/02,10.3
2009/07/03,11.35
2009/08/01,10.71
2009/08/02,9.575
2009/08/03,8.87
2009/09/01,9.185
2009/09/02,9.59
2009/09/03,8.845
2009/10/01,9.12
2009/10/02,9.29
2009/10/03,9.25
2009/11/01,9.36
2009/11/02,9.575
2009/11/03,9.16
2009/12/01,8.985
2009/12/02,9.045
2009/12/03,8.89
2010/01/01,9.61
2010/01/02,9.195
2010/01/03,9.27
2010/02/01,8.59
2010/02/02,8.68
2010/02/03,8.59
2010/03/01,8.67
2010/03/02,8.55
2010/03/03,8.56
2010/04/01,8.845
2010/04/02,8.665
2010/04/03,7.575
2010/05/01,7.28
2010/05/02,7.335
2010/05/03,7.31
2010/06/01,6.94
2010/06/03,7.06
2010/07/01,6.73
2010/07/02,7.02
2010/07/03,7.22
2010/08/01,7.37
2010/08/02,7.1
2010/08/03,6.83
2010/09/01,6.79
2010/09/02,6.57
2010/09/03,6.52
2010/10/01,6.88
2010/10/02,7.415
2010/10/03,7.36
2010/11/01,7.155
2010/11/02,6.64
2010/11/03,6.51
2010/12/01,6.435
2010/12/02,6.45
2010/12/03,6.37
2011/01/01,6.42
2011/01/02,6.41
2011/01/03,6.3
2011/02/01,6.38
2011/02/02,6.505
2011/02/03,6.36
2011/03/01,6.54
2011/03/02,6.37
2011/03/03,6.51
2011/04/01,6.895
2011/04/02,6.94
2011/04/03,6.83
2011/05/01,6.69
2011/05/02,6.68
2011/05/03,6.55
2011/06/01,6.42
2011/06/02,6.365
2011/06/03,6.35
2011/07/01,6.385
2011/07/02,6.4
2011/07/03,6.1
2011/08/01,5.9
2011/08/02,5.96
