Date,SZ002446.Close
2010/07/01,20.13
2010/08/01,20.635
2010/09/01,23.36
2010/10/01,22.665
2010/11/01,23.75
2010/12/01,25.62
2011/01/01,24.205
2011/02/01,26.23
2011/03/01,27.79
2011/04/01,25.68
2011/05/01,24.09
2011/06/01,16.59
2011/07/01,16.99
2011/08/01,16.2
2011/09/01,14.95
2011/10/01,14.1
2011/11/01,14.055
2011/12/01,11.66
2012/01/01,9.35
2012/02/01,10.52
2012/03/01,12.595
2012/04/01,12.02
2012/05/01,11.645
2012/06/01,11.49
2012/07/01,8.37
2012/08/01,8.24
2012/09/01,8.785
2012/10/01,8.49
2012/11/01,8.49
2012/12/01,8.75
2013/01/01,9.665
2013/02/01,9.87
2013/03/01,10.5
2013/04/01,9.53
2013/05/01,10.335
2013/06/01,10.06
2013/07/01,9.49
2013/08/01,11.045
2013/09/01,11.95
2013/10/01,12.69
2013/11/01,10.82
2013/12/01,10.82
2014/01/01,10.82
2014/02/01,21.25
2014/03/01,24.0
2014/04/01,26.88
2014/05/01,20.065
2014/06/01,22.47
2014/07/01,23.23
2014/08/01,24.05
2014/09/01,24.57
2014/10/01,26.195
2014/11/01,32.92
2014/12/01,32.84
2015/01/01,32.09
2015/02/01,32.09
2015/03/01,32.09
2015/04/01,32.09
2015/05/01,69.49
2015/06/01,38.9
2015/07/01,28.4
2015/08/01,26.8
2015/09/01,16.765
2015/10/01,24.9
2015/11/01,28.36
2015/12/01,32.4
2016/01/01,27.195
2016/02/01,27.875
2016/03/01,24.93
2016/04/01,29.085
2016/05/01,26.56
2016/06/01,28.7
