Date,SZ002602.Close
2011/07/01,25.645
2011/08/01,22.49
2011/09/01,20.02
2011/10/01,18.97
2011/11/01,19.395
2011/12/01,15.255
2012/01/01,13.92
2012/02/01,15.0
2012/03/01,15.93
2012/04/01,15.22
2012/05/01,14.95
2012/06/01,9.045
2012/07/01,7.17
2012/08/01,7.13
2012/09/01,7.34
2012/10/01,7.555
2012/11/01,6.91
2012/12/01,6.72
2013/01/01,7.88
2013/02/01,7.83
2013/03/01,7.61
2013/04/01,7.065
2013/05/01,7.31
2013/06/01,6.86
2013/07/01,6.56
2013/08/01,6.92
2013/09/01,7.07
2013/10/01,7.3
2013/11/01,7.3
2013/12/01,7.3
2014/01/01,7.3
2014/02/01,24.035
2014/03/01,21.54
2014/04/01,19.34
2014/05/01,18.46
2014/06/01,24.125
2014/07/01,22.07
2014/08/01,21.84
2014/09/01,21.9
2014/10/01,21.805
2014/11/01,26.7
2014/12/01,26.58
2015/01/01,26.58
2015/02/01,26.58
2015/03/01,26.58
2015/04/01,26.58
2015/05/01,26.58
2015/06/01,26.58
2015/07/01,26.58
2015/08/01,26.58
2015/09/01,26.58
2015/10/01,26.58
2015/11/01,26.58
2015/12/01,26.58
2016/01/01,24.665
2016/02/01,22.785
2016/03/01,22.26
2016/04/01,24.065
2016/05/01,21.2
2016/06/01,20.31
