Date,SH600736.Close
2001/08/01,10.925
2001/09/01,10.625
2001/10/01,9.355
2001/11/01,9.55
2001/12/01,9.3
2002/01/01,7.76
2002/02/01,8.075
2002/03/01,9.55
2002/04/01,9.42
2002/05/01,9.315
2002/06/01,8.895
2002/07/01,9.97
2002/08/01,9.755
2002/09/01,9.27
2002/10/01,8.55
2002/11/01,7.89
2002/12/01,7.455
2003/01/01,7.69
2003/02/01,7.99
2003/03/01,7.63
2003/04/01,7.725
2003/05/01,7.23
2003/06/01,7.5
2003/07/01,7.08
2003/08/01,6.96
2003/09/01,6.705
2003/10/01,6.465
2003/11/01,5.99
2003/12/01,6.21
2004/01/01,6.18
2004/02/01,7.04
2004/03/01,7.16
2004/04/01,7.575
2004/05/01,6.76
2004/06/01,6.045
2004/07/01,5.71
2004/08/01,5.185
2004/09/01,5.385
2004/10/01,5.385
2004/11/01,5.395
2004/12/01,5.24
2005/01/01,5.015
2005/02/01,5.01
2005/03/01,5.65
2005/04/01,5.15
2005/05/01,4.45
2005/06/01,4.46
2005/07/01,3.88
2005/08/01,4.32
2005/09/01,4.8
2005/10/01,5.055
2005/11/01,5.045
2005/12/01,5.02
2006/01/01,5.47
2006/02/01,6.46
2006/03/01,6.0
2006/04/01,4.925
2006/05/01,4.925
2006/06/01,4.835
2006/07/01,4.99
2006/08/01,4.51
2006/09/01,4.72
2006/10/01,4.75
2006/11/01,4.725
2006/12/01,5.2
2007/01/01,6.22
2007/02/01,7.05
2007/03/01,7.705
2007/04/01,10.36
2007/05/01,12.545
2007/06/01,13.28
2007/07/01,14.32
2007/08/01,18.11
2007/09/01,18.295
2007/10/01,16.06
2007/11/01,15.665
2007/12/01,14.31
2008/01/01,15.69
2008/02/01,15.43
2008/03/01,15.41
2008/04/01,13.33
2008/05/01,7.07
2008/06/01,4.775
2008/07/01,4.87
2008/08/01,3.92
2008/09/01,3.36
2008/10/01,2.97
2008/11/01,2.9
2008/12/01,3.56
2009/01/01,3.48
2009/02/01,4.26
2009/03/01,4.465
2009/04/01,5.13
2009/05/01,5.67
2009/06/01,5.845
2009/07/01,7.58
2009/08/01,6.79
2009/09/01,6.64
2009/10/01,7.185
2009/11/01,8.36
2009/12/01,9.21
2010/01/01,7.785
2010/02/01,7.09
2010/03/01,7.63
2010/04/01,7.9
2010/05/01,6.17
2010/06/01,5.93
2010/07/01,5.815
2010/08/01,6.305
2010/09/01,6.06
2010/10/01,6.035
2010/11/01,5.59
2010/12/01,5.4
2011/01/01,5.01
2011/02/01,5.72
2011/03/01,8.01
2011/04/01,8.31
2011/05/01,7.08
2011/06/01,6.24
2011/07/01,6.38
2011/08/01,5.62
2011/09/01,5.35
2011/10/01,5.215
2011/11/01,5.645
2011/12/01,4.505
2012/01/01,4.53
2012/02/01,4.8
2012/03/01,5.2
2012/04/01,5.55
2012/05/01,6.075
2012/06/01,5.665
2012/07/01,5.175
2012/08/01,4.81
2012/09/01,4.66
2012/10/01,4.5
2012/11/01,4.275
2012/12/01,4.42
2013/01/01,4.685
2013/02/01,4.62
2013/03/01,4.17
2013/04/01,3.995
2013/05/01,4.22
2013/06/01,3.99
2013/07/01,3.56
2013/08/01,3.66
2013/09/01,4.06
2013/10/01,3.95
2013/11/01,3.94
2013/12/01,4.295
2014/01/01,3.73
2014/02/01,3.94
2014/03/01,3.74
2014/04/01,3.93
2014/05/01,3.715
2014/06/01,3.61
2014/07/01,3.8
2014/08/01,3.95
2014/09/01,4.3
2014/10/01,4.805
2014/11/01,5.165
2014/12/01,5.82
2015/01/01,5.71
2015/02/01,5.58
2015/03/01,6.96
2015/04/01,8.46
2015/05/01,11.15
2015/06/01,14.54
2015/07/01,8.92
2015/08/01,8.86
2015/09/01,8.15
2015/10/01,8.15
2015/11/01,8.15
2015/12/01,8.15
2016/01/01,9.55
2016/02/01,8.925
2016/03/01,8.68
2016/04/01,8.865
2016/05/01,8.64
2016/06/01,8.7
