Date,SZ002722.Close
2014/01/28,10.55
2014/02/07,19.26
2014/03/03,28.87
2014/04/01,29.12
2014/05/05,27.815
2014/06/03,27.185
2014/07/01,26.15
2014/08/01,25.6
2014/09/01,27.12
2014/10/08,27.145
2014/11/03,27.305
2014/12/01,25.14
2015/01/05,21.16
2015/02/02,21.16
2015/03/02,21.16
2015/04/01,28.17
2015/05/04,33.415
2015/06/01,39.27
2015/07/01,22.36
2015/08/03,23.85
2015/09/01,18.485
2015/10/08,22.98
2015/11/02,37.91
2015/12/01,36.76
2016/01/04,26.935
2016/02/01,28.385
2016/03/01,27.71
2016/04/01,30.275
2016/05/03,26.95
2016/06/01,30.54
