证券代码,证券简称,交易日期,交易所,昨日收盘,今日开盘,成交数量,最高成交,最低成交,最近成交,总笔数,涨跌幅,成交金额
"	300079",数码视讯,2016-01-04,深交所,12.12,12.18,51775643,12.21,10.91,10.91,30053,-9.9835,590129200.57
"	300079",数码视讯,2016-01-05,深交所,10.91,10.12,68442486,10.89,9.83,10.28,39039,-5.7745,707901476.29
"	300079",数码视讯,2016-01-06,深交所,10.28,10.37,47548248,10.53,10.05,10.48,27142,1.9455,492060334.58
"	300079",数码视讯,2016-01-07,深交所,10.48,10.2,14457517,10.21,9.43,9.43,7872,-10.0191,140890453.7
"	300079",数码视讯,2016-01-08,深交所,9.43,9.6,65520881,9.79,8.56,9.14,36412,-3.0753,607274435.52
"	300079",数码视讯,2016-01-11,深交所,9.14,8.5,59234152,8.95,8.23,8.23,30661,-9.9562,506777601.47
"	300079",数码视讯,2016-01-12,深交所,8.23,8.3,53717854,8.5,8,8.34,27282,1.3366,445044813.16
"	300079",数码视讯,2016-01-13,深交所,8.34,8.45,47097840,8.5,7.75,7.77,22882,-6.8345,385980530.96
"	300079",数码视讯,2016-01-14,深交所,7.77,7.6,63431578,8.46,7.4,8.39,33359,7.9794,508844435.33
"	300079",数码视讯,2016-01-15,深交所,8.39,8.23,56164423,8.47,7.85,8.02,29275,-4.41,460406588.7
"	300079",数码视讯,2016-01-18,深交所,8.02,7.85,64202487,8.82,7.81,8.82,29407,9.9751,544268917.44
"	300079",数码视讯,2016-01-19,深交所,8.82,8.82,94914792,9.17,8.55,9.09,46062,3.0612,839480531.59
"	300079",数码视讯,2016-01-20,深交所,9.09,8.92,63181187,9.07,8.72,8.9,32672,-2.0902,563253734.04
"	300079",数码视讯,2016-01-21,深交所,8.9,8.7,64005692,9.1,8.35,8.37,32379,-5.9551,565331937.21
"	300079",数码视讯,2016-01-22,深交所,8.37,8.54,69389503,9.01,8.38,8.94,36894,6.81,605408210.94
"	300079",数码视讯,2016-01-25,深交所,8.94,8.95,59790815,9.11,8.81,8.93,26690,-0.1119,536357377.84
"	300079",数码视讯,2016-01-26,深交所,8.93,8.75,62108357,8.83,8.04,8.04,33666,-9.9664,522486757.65
"	300079",数码视讯,2016-01-27,深交所,8.04,8.12,72442265,8.39,7.42,8.24,33800,2.4876,580682511.81
"	300079",数码视讯,2016-01-28,深交所,8.24,8.05,50142776,8.16,7.6,7.7,22825,-6.5534,398733184.28
"	300079",数码视讯,2016-01-29,深交所,7.7,7.8,58801130,8.3,7.69,8.18,26416,6.2338,473985596.81
"	300079",数码视讯,2016-02-01,深交所,8.18,8.14,52647539,8.38,7.98,8.28,23461,1.2225,431195355.37
"	300079",数码视讯,2016-02-02,深交所,8.28,8.25,127189906,9.11,8.22,9.11,55716,10.0242,1140331627.71
"	300079",数码视讯,2016-02-03,深交所,9.11,8.91,98022984,9.19,8.82,9.08,40781,-0.3293,879640811.29
"	300079",数码视讯,2016-02-04,深交所,9.08,9.01,83422225,9.28,9,9.14,38092,0.6608,762400191.46
"	300079",数码视讯,2016-02-05,深交所,9.14,9.16,58582074,9.23,8.79,8.8,28968,-3.7199,526636323.95
"	300079",数码视讯,2016-02-15,深交所,8.8,8.43,71464831,9.25,8.43,9.13,35170,3.75,638868272.16
"	300079",数码视讯,2016-02-16,深交所,9.13,9.13,81280841,9.59,9.07,9.46,40306,3.6145,763645219.71
"	300079",数码视讯,2016-02-17,深交所,9.46,9.4,91399014,9.74,9.21,9.6,48286,1.4799,866068315.08
"	300079",数码视讯,2016-02-18,深交所,9.6,9.99,121341633,10.3,9.68,9.71,65004,1.1458,1210182320.39
"	300079",数码视讯,2016-02-19,深交所,9.71,9.56,74534846,10.07,9.53,9.82,38753,1.1329,731543870.44
"	300079",数码视讯,2016-02-22,深交所,9.82,10,82261180,10.12,9.75,10.03,40619,2.1385,815242825.65
"	300079",数码视讯,2016-02-23,深交所,10.03,10.02,58769484,10.03,9.66,9.86,32420,-1.6949,578793616.11
"	300079",数码视讯,2016-02-24,深交所,9.86,9.82,58664947,9.94,9.44,9.8,33724,-0.6085,568595062.13
"	300079",数码视讯,2016-02-25,深交所,9.8,9.7,74491791,9.75,8.82,8.82,40807,-10,683859606.27
"	300079",数码视讯,2016-02-26,深交所,8.82,8.88,57249442,9.03,8.41,8.63,28771,-2.1542,501902243.63
"	300079",数码视讯,2016-02-29,深交所,8.63,8.52,57623397,8.57,7.77,7.85,28449,-9.0382,460855330.21
"	300079",数码视讯,2016-03-01,深交所,7.85,7.93,57398253,8.37,7.54,8.26,29364,5.2229,463273848.12
"	300079",数码视讯,2016-03-02,深交所,8.26,8.15,65119211,8.75,8.12,8.72,32144,5.569,550727802.59
"	300079",数码视讯,2016-03-03,深交所,8.72,8.64,66134753,8.98,8.59,8.65,31949,-0.8028,580441695.71
"	300079",数码视讯,2016-03-04,深交所,8.65,8.6,60879424,8.7,8,8.13,30684,-6.0116,507316156.08
"	300079",数码视讯,2016-03-07,深交所,8.13,8.28,45551999,8.66,8.23,8.44,23486,3.813,386049159.92
"	300079",数码视讯,2016-03-08,深交所,8.44,8.35,75402606,8.78,7.98,8.71,36916,3.1991,639841787.07
"	300079",数码视讯,2016-03-09,深交所,8.71,8.54,50737058,8.76,8.36,8.43,24892,-3.2147,433105017.12
"	300079",数码视讯,2016-03-10,深交所,8.43,8.45,41374899,8.64,8.28,8.38,19757,-0.5931,349321006.09
"	300079",数码视讯,2016-03-11,深交所,8.38,8.26,32158832,8.49,8.2,8.38,15234,0,269174450.84
"	300079",数码视讯,2016-03-14,深交所,8.38,8.54,66773998,8.95,8.51,8.74,31890,4.2959,585000112.64
"	300079",数码视讯,2016-03-15,深交所,8.74,8.7,50276339,8.78,8.47,8.51,24129,-2.6316,432892054.23
"	300079",数码视讯,2016-03-16,深交所,8.51,8.65,42633879,8.74,8.3,8.37,21625,-1.6451,362408155.63
"	300079",数码视讯,2016-03-17,深交所,8.37,8.46,82776526,8.9,8.42,8.85,38846,5.7348,722330836.86
"	300079",数码视讯,2016-03-18,深交所,8.85,8.9,96747807,9.35,8.8,9.18,44365,3.7288,880380606.03
"	300079",数码视讯,2016-03-21,深交所,9.18,9.35,91812829,9.44,9.2,9.38,40632,2.1786,855135766.61
"	300079",数码视讯,2016-03-22,深交所,9.38,9.3,183899469,10.32,9.23,9.95,82951,6.0768,1844250101.43
"	300079",数码视讯,2016-03-23,深交所,9.95,9.82,124784983,10.07,9.71,9.98,51542,0.3015,1234380871.28
"	300079",数码视讯,2016-03-24,深交所,9.98,9.85,130782796,10.38,9.8,9.81,62985,-1.7034,1321837970.87
"	300079",数码视讯,2016-03-25,深交所,9.81,9.85,82375450,9.98,9.46,9.68,40746,-1.3252,801594428.6
"	300079",数码视讯,2016-03-28,深交所,9.68,9.73,86386320,10.28,9.62,9.71,45177,0.3099,858710041.58
"	300079",数码视讯,2016-03-29,深交所,9.71,9.63,105325208,10.19,9.5,10.02,54442,3.1926,1038590085.63
"	300079",数码视讯,2016-03-30,深交所,10.02,10.02,136433629,10.56,9.93,10.5,66511,4.7904,1398376526.1
"	300079",数码视讯,2016-03-31,深交所,10.5,10.42,106774615,10.65,10.22,10.26,56162,-2.2857,1113015306.29
"	300079",数码视讯,2016-04-01,深交所,10.26,10.16,70738453,10.32,9.83,10.05,39457,-2.0468,711239010.91
"	300079",数码视讯,2016-04-05,深交所,10.05,10.01,77199092,10.41,10,10.4,36760,3.4826,792194140.77
"	300079",数码视讯,2016-04-06,深交所,10.4,10.35,70978342,10.43,10.12,10.25,33927,-1.4423,731124611.24
"	300079",数码视讯,2016-04-07,深交所,10.25,10.31,77737478,10.35,9.86,9.87,40037,-3.7073,779735506.85
"	300079",数码视讯,2016-04-08,深交所,9.87,9.8,53231571,9.88,9.6,9.81,26897,-0.6079,519436697.09
"	300079",数码视讯,2016-04-11,深交所,9.81,9.9,55907343,10.18,9.89,10,26949,1.9368,561528144.9
"	300079",数码视讯,2016-04-12,深交所,10,9.95,48465894,10,9.69,9.85,24387,-1.5,475888985.83
"	300079",数码视讯,2016-04-13,深交所,9.85,9.92,80500692,10.23,9.9,10.01,37692,1.6244,813481680.53
