Date,SH600579.Close
2012/01/01,7.9
2012/01/02,8.285
2012/01/03,8.805
2012/02/01,9.63
2012/02/02,10.535
2012/02/03,10.71
2012/03/01,10.21
2012/03/02,9.19
2012/03/03,8.525
2012/04/01,8.49
2012/04/02,8.92
2012/04/03,8.01
2012/05/01,7.4
2012/05/02,8.155
2012/05/03,7.57
2012/06/01,8.025
2012/06/02,8.37
2012/06/03,8.91
2012/07/01,8.91
2012/07/02,8.91
2012/07/03,8.91
2012/08/01,8.91
2012/08/02,8.91
2012/08/03,8.91
2012/09/01,8.91
2012/09/02,8.91
2012/09/03,8.91
2012/10/01,8.91
2012/10/02,8.91
2012/10/03,8.91
2012/11/01,8.91
2012/11/02,9.35
2012/11/03,9.25
2012/12/01,8.545
2012/12/02,8.7
2012/12/03,9.15
2013/01/01,9.11
2013/01/02,9.53
2013/01/03,10.15
2013/02/01,11.085
2013/02/02,11.85
2013/02/03,12.105
2013/03/01,13.185
2013/03/02,11.985
2013/03/03,12.39
2013/04/01,11.705
2013/04/02,11.53
2013/04/03,11.94
2013/05/01,11.98
2013/05/02,12.83
2013/05/03,13.54
2013/06/01,13.46
2013/06/02,12.685
2013/06/03,11.575
2013/07/01,11.55
2013/07/02,11.57
2013/07/03,11.81
2013/08/01,12.03
2013/08/02,12.61
2013/08/03,12.645
2013/09/01,12.83
2013/09/02,13.52
2013/09/03,13.52
2013/10/01,12.37
2013/10/02,12.25
2013/10/03,11.55
2013/11/01,11.4
2013/11/02,11.295
2013/11/03,11.46
2013/12/01,11.2
2013/12/02,11.4
2013/12/03,12.11
2014/01/01,11.49
2014/01/02,10.695
2014/01/03,10.92
2014/02/01,10.845
2014/02/02,11.215
2014/02/03,10.995
2014/03/01,11.27
2014/03/02,11.895
2014/03/03,12.22
2014/04/01,12.29
2014/04/02,13.185
2014/04/03,13.82
2014/05/01,11.57
2014/05/02,11.31
2014/05/03,11.075
2014/06/01,11.205
2014/06/02,11.075
2014/06/03,10.945
2014/07/01,11.41
2014/07/02,12.135
2014/07/03,12.26
2014/08/01,12.665
2014/08/02,13.49
2014/08/03,14.99
2014/09/01,16.24
2014/09/02,16.35
2014/09/03,16.61
2014/10/01,16.91
2014/10/02,18.805
2014/10/03,19.38
2014/11/01,19.195
2014/11/02,18.915
2014/11/03,20.905
2014/12/01,23.13
2014/12/02,22.0
2014/12/03,22.975
