Date,SZ300131.Close
2012/01/01,29.79
2012/01/02,27.39
2012/01/03,26.94
2012/02/01,27.92
2012/02/02,29.89
2012/02/03,31.42
2012/03/01,30.89
2012/03/02,29.59
2012/03/03,30.155
2012/04/01,29.91
2012/04/02,30.74
2012/04/03,30.43
2012/05/01,32.32
2012/05/02,30.535
2012/05/03,30.47
2012/06/01,29.66
2012/06/02,30.55
2012/06/03,30.075
2012/07/01,30.49
2012/07/02,24.75
2012/07/03,23.7
2012/08/01,23.795
2012/08/02,23.465
2012/08/03,23.65
2012/09/01,25.28
2012/09/02,27.11
2012/09/03,27.11
2012/10/01,27.11
2012/10/02,35.4
2012/10/03,36.15
2012/11/01,36.13
2012/11/02,35.4
2012/11/03,34.96
2012/12/01,29.9
2012/12/02,31.67
2012/12/03,32.12
2013/01/01,32.98
2013/01/02,35.15
2013/01/03,35.18
2013/02/01,35.015
2013/02/02,36.68
2013/02/03,38.615
2013/03/01,40.735
2013/03/02,38.675
2013/03/03,40.02
2013/04/01,33.66
2013/04/02,34.32
2013/04/03,34.63
2013/05/01,34.26
2013/05/02,35.925
2013/05/03,39.01
2013/06/01,37.82
2013/06/02,36.795
2013/06/03,31.81
2013/07/01,31.81
2013/07/02,38.22
2013/07/03,36.575
2013/08/01,40.16
2013/08/02,42.57
2013/08/03,42.815
2013/09/01,40.55
2013/09/02,37.56
2013/09/03,37.56
2013/10/01,37.56
2013/10/02,37.56
2013/10/03,37.56
2013/11/01,37.56
2013/11/02,37.56
2013/11/03,37.56
2013/12/01,37.56
2013/12/02,40.395
2013/12/03,38.93
2014/01/01,45.56
2014/01/02,51.08
2014/01/03,58.4
2014/02/01,55.015
2014/02/02,63.145
2014/02/03,55.655
2014/03/01,52.685
2014/03/02,49.85
2014/03/03,48.64
2014/04/01,45.92
2014/04/02,50.64
2014/04/03,45.74
2014/05/01,45.12
2014/05/02,45.21
2014/05/03,50.025
2014/06/01,54.07
2014/06/02,54.465
2014/06/03,53.3
2014/07/01,56.555
2014/07/02,57.63
2014/07/03,54.88
2014/08/01,57.035
2014/08/02,60.045
2014/08/03,60.64
2014/09/01,60.11
2014/09/02,58.0
2014/09/03,57.61
2014/10/01,63.94
2014/10/02,70.005
2014/10/03,83.41
2014/11/01,92.815
2014/11/02,111.04
2014/11/03,120.265
2014/12/01,126.445
2014/12/02,152.07
2014/12/03,134.53
