Date,SZ000762.Close
2012/01/01,34.83
2012/01/02,39.49
2012/01/03,40.14
2012/02/01,40.215
2012/02/02,43.45
2012/02/03,47.29
2012/03/01,46.02
2012/03/02,47.07
2012/03/03,48.495
2012/04/01,46.51
2012/04/02,48.995
2012/04/03,48.72
2012/05/01,48.61
2012/05/02,47.725
2012/05/03,44.3
2012/06/01,43.565
2012/06/02,43.795
2012/06/03,39.915
2012/07/01,40.19
2012/07/02,39.535
2012/07/03,38.94
2012/08/01,43.975
2012/08/02,43.495
2012/08/03,40.54
2012/09/01,39.985
2012/09/02,42.6
2012/09/03,40.595
2012/10/01,41.8
2012/10/02,39.67
2012/10/03,38.08
2012/11/01,37.68
2012/11/02,34.06
2012/11/03,31.32
2012/12/01,28.91
2012/12/02,30.995
2012/12/03,33.3
2013/01/01,34.71
2013/01/02,35.175
2013/01/03,34.22
2013/02/01,35.485
2013/02/02,34.52
2013/02/03,32.985
2013/03/01,32.52
2013/03/02,31.44
2013/03/03,30.38
2013/04/01,29.06
2013/04/02,28.8
2013/04/03,32.42
2013/05/01,35.72
2013/05/02,35.65
2013/05/03,36.24
2013/06/01,39.04
2013/06/02,41.635
2013/06/03,32.805
2013/07/01,33.87
2013/07/02,36.24
2013/07/03,33.935
2013/08/01,34.09
2013/08/02,34.79
2013/08/03,34.455
2013/09/01,34.28
2013/09/02,34.865
2013/09/03,33.325
2013/10/01,33.05
2013/10/02,32.52
2013/10/03,30.93
2013/11/01,30.275
2013/11/02,29.295
2013/11/03,30.25
2013/12/01,32.02
2013/12/02,29.85
2013/12/03,28.99
2014/01/01,27.88
2014/01/02,27.4
2014/01/03,28.31
2014/02/01,32.395
2014/02/02,33.72
2014/02/03,32.52
2014/03/01,34.795
2014/03/02,33.365
2014/03/03,32.97
2014/04/01,32.26
2014/04/02,32.135
2014/04/03,30.45
2014/05/01,29.13
2014/05/02,29.13
2014/05/03,29.13
2014/06/01,29.13
2014/06/02,29.13
2014/06/03,29.13
2014/07/01,29.13
2014/07/02,29.13
2014/07/03,29.13
2014/08/01,42.33
2014/08/02,46.07
2014/08/03,42.04
2014/09/01,42.91
2014/09/02,42.04
2014/09/03,42.31
2014/10/01,42.94
2014/10/02,40.49
2014/10/03,39.21
2014/11/01,39.37
2014/11/02,38.81
2014/11/03,40.6
2014/12/01,40.98
2014/12/02,41.99
2014/12/03,37.23
