Date,SZ002508.Close
2012/01/01,15.88
2012/01/02,16.72
2012/01/03,16.22
2012/02/01,15.82
2012/02/02,16.365
2012/02/03,17.09
2012/03/01,16.52
2012/03/02,17.95
2012/03/03,17.765
2012/04/01,17.205
2012/04/02,17.72
2012/04/03,17.2
2012/05/01,17.09
2012/05/02,16.58
2012/05/03,16.54
2012/06/01,17.305
2012/06/02,17.785
2012/06/03,17.57
2012/07/01,17.7
2012/07/02,17.54
2012/07/03,17.55
2012/08/01,17.23
2012/08/02,18.645
2012/08/03,18.75
2012/09/01,19.49
2012/09/02,18.055
2012/09/03,17.265
2012/10/01,17.8
2012/10/02,17.84
2012/10/03,17.67
2012/11/01,17.7
2012/11/02,17.04
2012/11/03,16.425
2012/12/01,17.41
2012/12/02,18.175
2012/12/03,18.76
2013/01/01,19.6
2013/01/02,20.78
2013/01/03,23.91
2013/02/01,24.425
2013/02/02,26.38
2013/02/03,26.18
2013/03/01,24.525
2013/03/02,24.66
2013/03/03,26.13
2013/04/01,25.15
2013/04/02,28.29
2013/04/03,30.3
2013/05/01,31.25
2013/05/02,32.085
2013/05/03,32.37
2013/06/01,30.49
2013/06/02,31.955
2013/06/03,31.305
2013/07/01,34.45
2013/07/02,37.02
2013/07/03,36.76
2013/08/01,40.22
2013/08/02,39.0
2013/08/03,37.135
2013/09/01,36.27
2013/09/02,37.545
2013/09/03,36.69
2013/10/01,36.65
2013/10/02,34.91
2013/10/03,36.43
2013/11/01,35.745
2013/11/02,35.13
2013/11/03,37.8
2013/12/01,37.55
2013/12/02,40.03
2013/12/03,38.95
2014/01/01,38.8
2014/01/02,39.53
2014/01/03,38.455
2014/02/01,39.09
2014/02/02,39.065
2014/02/03,34.695
2014/03/01,33.985
2014/03/02,33.045
2014/03/03,34.94
2014/04/01,34.51
2014/04/02,37.285
2014/04/03,37.13
2014/05/01,38.84
2014/05/02,38.1
2014/05/03,30.325
2014/06/01,29.685
2014/06/02,29.355
2014/06/03,27.07
2014/07/01,27.34
2014/07/02,26.41
2014/07/03,29.37
2014/08/01,30.215
2014/08/02,30.655
2014/08/03,29.65
2014/09/01,30.18
2014/09/02,30.72
2014/09/03,29.9
2014/10/01,30.89
2014/10/02,31.35
2014/10/03,31.27
2014/11/01,35.145
2014/11/02,33.885
2014/11/03,33.675
2014/12/01,33.755
2014/12/02,34.01
2014/12/03,32.245
