Date,SZ002475.Close
2012/01/01,30.15
2012/01/02,30.69
2012/01/03,31.305
2012/02/01,33.355
2012/02/02,34.23
2012/02/03,36.1
2012/03/01,36.28
2012/03/02,35.61
2012/03/03,32.08
2012/04/01,31.91
2012/04/02,31.925
2012/04/03,30.5
2012/05/01,32.14
2012/05/02,33.365
2012/05/03,33.11
2012/06/01,34.4
2012/06/02,26.29
2012/06/03,27.37
2012/07/01,28.98
2012/07/02,29.825
2012/07/03,30.95
2012/08/01,30.95
2012/08/02,31.9
2012/08/03,32.66
2012/09/01,32.8
2012/09/02,31.685
2012/09/03,29.99
2012/10/01,31.55
2012/10/02,31.99
2012/10/03,30.355
2012/11/01,29.8
2012/11/02,27.49
2012/11/03,26.55
2012/12/01,24.575
2012/12/02,25.81
2012/12/03,28.25
2013/01/01,28.8
2013/01/02,31.295
2013/01/03,28.89
2013/02/01,29.06
2013/02/02,31.32
2013/02/03,32.575
2013/03/01,34.165
2013/03/02,33.255
2013/03/03,33.8
2013/04/01,32.45
2013/04/02,31.23
2013/04/03,29.87
2013/05/01,31.59
2013/05/02,34.475
2013/05/03,36.66
2013/06/01,33.96
2013/06/02,33.735
2013/06/03,21.42
2013/07/01,22.475
2013/07/02,22.66
2013/07/03,21.385
2013/08/01,24.75
2013/08/02,26.0
2013/08/03,28.375
2013/09/01,28.52
2013/09/02,26.625
2013/09/03,28.385
2013/10/01,29.49
2013/10/02,27.185
2013/10/03,26.6
2013/11/01,25.9
2013/11/02,26.35
2013/11/03,28.16
2013/12/01,28.0
2013/12/02,28.4
2013/12/03,31.48
2014/01/01,36.48
2014/01/02,37.595
2014/01/03,36.495
2014/02/01,35.435
2014/02/02,35.23
2014/02/03,34.655
2014/03/01,35.41
2014/03/02,36.54
2014/03/03,36.52
2014/04/01,36.8
2014/04/02,36.84
2014/04/03,40.165
2014/05/01,43.64
2014/05/02,39.4
2014/05/03,29.865
2014/06/01,30.985
2014/06/02,31.59
2014/06/03,30.93
2014/07/01,32.435
2014/07/02,29.09
2014/07/03,30.24
2014/08/01,30.595
2014/08/02,34.26
2014/08/03,33.7
2014/09/01,34.16
2014/09/02,33.28
2014/09/03,33.0
2014/10/01,32.55
2014/10/02,32.095
2014/10/03,33.43
2014/11/01,32.0
2014/11/02,31.045
2014/11/03,31.145
2014/12/01,30.095
2014/12/02,29.99
2014/12/03,27.785
