Date,SZ300231.Close
2012/01/01,23.66
2012/01/02,23.225
2012/01/03,24.34
2012/02/01,24.99
2012/02/02,26.15
2012/02/03,29.1
2012/03/01,31.29
2012/03/02,31.31
2012/03/03,28.085
2012/04/01,26.84
2012/04/02,27.255
2012/04/03,25.55
2012/05/01,27.29
2012/05/02,26.165
2012/05/03,25.3
2012/06/01,25.405
2012/06/02,26.965
2012/06/03,14.755
2012/07/01,13.53
2012/07/02,11.74
2012/07/03,11.49
2012/08/01,11.685
2012/08/02,11.38
2012/08/03,11.73
2012/09/01,12.975
2012/09/02,12.765
2012/09/03,11.385
2012/10/01,13.78
2012/10/02,13.0
2012/10/03,12.365
2012/11/01,12.18
2012/11/02,12.85
2012/11/03,12.195
2012/12/01,11.63
2012/12/02,12.59
2012/12/03,14.1
2013/01/01,15.0
2013/01/02,14.99
2013/01/03,14.26
2013/02/01,14.225
2013/02/02,14.76
2013/02/03,14.54
2013/03/01,15.04
2013/03/02,13.93
2013/03/03,14.88
2013/04/01,13.995
2013/04/02,13.74
2013/04/03,14.37
2013/05/01,15.07
2013/05/02,16.57
2013/05/03,12.63
2013/06/01,11.31
2013/06/02,11.285
2013/06/03,11.975
2013/07/01,12.56
2013/07/02,14.17
2013/07/03,14.02
2013/08/01,13.99
2013/08/02,13.94
2013/08/03,14.83
2013/09/01,14.08
2013/09/02,13.81
2013/09/03,14.29
2013/10/01,15.72
2013/10/02,15.64
2013/10/03,15.35
2013/11/01,15.925
2013/11/02,16.87
2013/11/03,17.98
2013/12/01,16.59
2013/12/02,16.8
2013/12/03,16.4
2014/01/01,16.9
2014/01/02,16.34
2014/01/03,17.55
2014/02/01,19.415
2014/02/02,19.545
2014/02/03,20.01
2014/03/01,20.215
2014/03/02,19.01
2014/03/03,20.38
2014/04/01,19.78
2014/04/02,21.015
2014/04/03,20.035
2014/05/01,18.7
2014/05/02,17.72
2014/05/03,18.43
2014/06/01,18.945
2014/06/02,19.25
2014/06/03,11.53
2014/07/01,11.58
2014/07/02,11.205
2014/07/03,10.47
2014/08/01,10.625
2014/08/02,11.035
2014/08/03,11.25
2014/09/01,12.19
2014/09/02,12.32
2014/09/03,14.26
2014/10/01,14.92
2014/10/02,14.455
2014/10/03,14.32
2014/11/01,15.01
2014/11/02,14.245
2014/11/03,15.955
2014/12/01,17.995
2014/12/02,20.54
2014/12/03,17.56
