Date,SZ300251.Close
2012/01/01,57.49
2012/01/02,50.595
2012/01/03,48.18
2012/02/01,51.095
2012/02/02,56.085
2012/02/03,58.92
2012/03/01,59.28
2012/03/02,67.91
2012/03/03,61.88
2012/04/01,60.24
2012/04/02,62.465
2012/04/03,56.44
2012/05/01,25.11
2012/05/02,24.03
2012/05/03,23.82
2012/06/01,23.675
2012/06/02,24.69
2012/06/03,23.415
2012/07/01,22.98
2012/07/02,22.205
2012/07/03,22.5
2012/08/01,24.76
2012/08/02,24.155
2012/08/03,25.29
2012/09/01,26.11
2012/09/02,25.285
2012/09/03,22.425
2012/10/01,23.29
2012/10/02,23.63
2012/10/03,23.545
2012/11/01,23.67
2012/11/02,21.72
2012/11/03,20.2
2012/12/01,20.21
2012/12/02,23.33
2012/12/03,29.35
2013/01/01,32.71
2013/01/02,31.945
2013/01/03,30.53
2013/02/01,30.495
2013/02/02,31.92
2013/02/03,31.885
2013/03/01,34.49
2013/03/02,35.48
2013/03/03,40.78
2013/04/01,39.5
2013/04/02,20.51
2013/04/03,25.71
2013/05/01,28.65
2013/05/02,30.545
2013/05/03,32.73
2013/06/01,29.39
2013/06/02,36.405
2013/06/03,33.965
2013/07/01,34.295
2013/07/02,38.04
2013/07/03,40.9
2013/08/01,39.62
2013/08/02,37.55
2013/08/03,39.54
2013/09/01,42.6
2013/09/02,45.99
2013/09/03,53.95
2013/10/01,61.75
2013/10/02,50.44
2013/10/03,42.96
2013/11/01,37.815
2013/11/02,41.335
2013/11/03,42.0
2013/12/01,37.24
2013/12/02,39.615
2013/12/03,36.99
2014/01/01,39.26
2014/01/02,41.835
2014/01/03,48.36
2014/02/01,51.57
2014/02/02,46.97
2014/02/03,43.97
2014/03/01,40.7
2014/03/02,40.7
2014/03/03,40.7
2014/04/01,40.7
2014/04/02,40.7
2014/04/03,40.7
2014/05/01,40.7
2014/05/02,40.7
2014/05/03,40.7
2014/06/01,40.7
2014/06/02,32.005
2014/06/03,22.735
2014/07/01,21.695
2014/07/02,19.05
2014/07/03,18.13
2014/08/01,19.83
2014/08/02,20.075
2014/08/03,20.17
2014/09/01,21.09
2014/09/02,20.55
2014/09/03,20.19
2014/10/01,21.07
2014/10/02,20.785
2014/10/03,20.02
2014/11/01,19.825
2014/11/02,18.475
2014/11/03,19.085
2014/12/01,20.675
2014/12/02,24.78
2014/12/03,24.85
