Date,SH600485.Close
2012/01/01,9.57
2012/01/02,8.59
2012/01/03,8.61
2012/02/01,8.895
2012/02/02,9.885
2012/02/03,10.01
2012/03/01,10.33
2012/03/02,11.1
2012/03/03,10.615
2012/04/01,9.265
2012/04/02,9.8
2012/04/03,9.53
2012/05/01,9.7
2012/05/02,9.865
2012/05/03,10.09
2012/06/01,9.72
2012/06/02,9.36
2012/06/03,8.83
2012/07/01,9.02
2012/07/02,8.245
2012/07/03,7.85
2012/08/01,7.79
2012/08/02,7.77
2012/08/03,7.52
2012/09/01,7.695
2012/09/02,7.945
2012/09/03,7.395
2012/10/01,7.57
2012/10/02,7.67
2012/10/03,7.6
2012/11/01,7.38
2012/11/02,6.8
2012/11/03,6.52
2012/12/01,6.47
2012/12/02,6.77
2012/12/03,7.01
2013/01/01,7.26
2013/01/02,7.725
2013/01/03,7.37
2013/02/01,7.45
2013/02/02,7.39
2013/02/03,7.53
2013/03/01,7.91
2013/03/02,7.58
2013/03/03,7.58
2013/04/01,7.14
2013/04/02,7.15
2013/04/03,7.22
2013/05/01,7.64
2013/05/02,8.01
2013/05/03,8.77
2013/06/01,8.39
2013/06/02,7.915
2013/06/03,7.705
2013/07/01,7.655
2013/07/02,7.91
2013/07/03,8.39
2013/08/01,8.71
2013/08/02,8.56
2013/08/03,8.45
2013/09/01,8.45
2013/09/02,8.45
2013/09/03,8.45
2013/10/01,12.38
2013/10/02,19.035
2013/10/03,21.87
2013/11/01,19.93
2013/11/02,18.73
2013/11/03,23.34
2013/12/01,21.6
2013/12/02,20.51
2013/12/03,20.51
2014/01/01,20.51
2014/01/02,19.045
2014/01/03,21.27
2014/02/01,21.64
2014/02/02,22.515
2014/02/03,22.83
2014/03/01,20.105
2014/03/02,17.815
2014/03/03,18.01
2014/04/01,18.08
2014/04/02,18.405
2014/04/03,16.795
2014/05/01,15.88
2014/05/02,16.34
2014/05/03,16.74
2014/06/01,17.3
2014/06/02,18.0
2014/06/03,18.21
2014/07/01,20.875
2014/07/02,23.44
2014/07/03,24.69
2014/08/01,23.555
2014/08/02,28.015
2014/08/03,27.85
2014/09/01,31.92
2014/09/02,37.83
2014/09/03,43.61
2014/10/01,40.3
2014/10/02,37.625
2014/10/03,37.81
2014/11/01,38.46
2014/11/02,41.1
2014/11/03,40.505
2014/12/01,38.57
2014/12/02,47.94
2014/12/03,47.895
