Date,SH600891.Close
2012/01/01,7.47
2012/01/02,8.385
2012/01/03,8.66
2012/02/01,8.755
2012/02/02,9.52
2012/02/03,9.72
2012/03/01,9.29
2012/03/02,8.66
2012/03/03,8.04
2012/04/01,7.835
2012/04/02,8.46
2012/04/03,8.01
2012/05/01,8.34
2012/05/02,8.405
2012/05/03,8.2
2012/06/01,8.53
2012/06/02,9.005
2012/06/03,8.06
2012/07/01,7.94
2012/07/02,7.93
2012/07/03,7.78
2012/08/01,7.87
2012/08/02,7.635
2012/08/03,7.07
2012/09/01,7.09
2012/09/02,7.4
2012/09/03,7.62
2012/10/01,7.46
2012/10/02,7.53
2012/10/03,7.15
2012/11/01,7.19
2012/11/02,6.67
2012/11/03,6.425
2012/12/01,6.325
2012/12/02,6.59
2012/12/03,6.71
2013/01/01,7.2
2013/01/02,7.19
2013/01/03,7.27
2013/02/01,7.325
2013/02/02,7.47
2013/02/03,7.21
2013/03/01,7.61
2013/03/02,8.14
2013/03/03,7.97
2013/04/01,7.42
2013/04/02,6.77
2013/04/03,6.53
2013/05/01,6.73
2013/05/02,7.205
2013/05/03,7.18
2013/06/01,6.98
2013/06/02,6.53
2013/06/03,5.725
2013/07/01,5.575
2013/07/02,5.71
2013/07/03,5.59
2013/08/01,5.79
2013/08/02,6.04
2013/08/03,5.965
2013/09/01,6.06
2013/09/02,6.54
2013/09/03,6.215
2013/10/01,6.41
2013/10/02,7.515
2013/10/03,7.07
2013/11/01,6.54
2013/11/02,6.415
2013/11/03,6.42
2013/12/01,6.17
2013/12/02,6.07
2013/12/03,5.76
2014/01/01,5.71
2014/01/02,5.515
2014/01/03,5.65
2014/02/01,5.745
2014/02/02,5.965
2014/02/03,5.94
2014/03/01,6.005
2014/03/02,5.71
2014/03/03,5.94
2014/04/01,5.97
2014/04/02,6.665
2014/04/03,5.705
2014/05/01,5.63
2014/05/02,5.58
2014/05/03,5.79
2014/06/01,6.065
2014/06/02,5.86
2014/06/03,5.775
2014/07/01,5.865
2014/07/02,5.76
2014/07/03,5.76
2014/08/01,5.76
2014/08/02,5.76
2014/08/03,5.76
2014/09/01,5.76
2014/09/02,7.72
2014/09/03,7.73
2014/10/01,7.66
2014/10/02,7.65
2014/10/03,7.35
2014/11/01,7.42
2014/11/02,7.3
2014/11/03,7.565
2014/12/01,7.265
2014/12/02,7.09
2014/12/03,6.84
