Date, 601222.Open, 601222.High, 601222.Low, 601222.Close, 601222.Volume, 601222.Adjusted
2011/08/08,22.00,23.77,20.96,21.97,51954318,1143647616.00
2011/08/09,19.77,21.08,19.77,19.99,23745431,479287776.00
2011/08/10,20.00,20.73,19.41,19.50,19200012,386102752.00
2011/08/11,18.39,19.37,18.39,19.08,13343560,251775152.00
2011/08/12,19.29,19.68,18.95,18.96,10378494,199828592.00
2011/08/15,18.80,19.73,18.73,19.63,10369838,201004832.00
2011/08/16,19.50,20.47,19.32,20.01,12689128,252814480.00
2011/08/17,19.86,20.06,19.40,19.54,7679847,151807584.00
2011/08/18,19.40,19.54,18.55,18.59,6971066,132387288.00
2011/08/19,18.35,18.97,18.16,18.90,6889449,128706240.00
2011/08/22,18.75,19.14,18.50,18.62,4637766,86991984.00
2011/08/23,18.57,19.14,18.30,19.11,7492899,139990240.00
2011/08/24,19.10,19.24,18.80,19.05,6565615,125160256.00
2011/08/25,19.20,19.85,18.98,19.78,10374338,202396256.00
2011/08/26,19.50,19.75,19.30,19.55,6353390,123945488.00
2011/08/29,19.35,19.38,18.90,19.06,6072370,116016872.00
2011/08/30,19.12,19.29,18.55,18.60,5027473,95109952.00
2011/08/31,18.62,18.76,18.14,18.28,4056389,74547280.00
2011/09/01,18.40,18.56,18.15,18.28,2743902,50266956.00
2011/09/02,18.45,18.60,18.18,18.57,3547101,65308664.00
2011/09/05,18.30,18.45,17.76,17.78,2932342,53302368.00
2011/09/06,17.50,17.50,16.00,16.09,7672308,127379240.00
2011/09/07,16.26,16.48,16.15,16.44,3554651,58073804.00
2011/09/08,16.49,16.54,15.87,15.88,3761838,60873432.00
2011/09/09,16.49,16.54,15.87,15.88,0,0.00
2011/09/13,15.55,15.55,14.91,15.00,4391158,66758024.00
2011/09/14,15.12,15.48,14.92,15.47,3610933,54954716.00
2011/09/15,15.49,15.96,15.37,15.71,5010290,78527576.00
2011/09/16,15.75,15.89,15.22,15.25,3274831,50882720.00
2011/09/19,15.04,15.08,14.66,14.68,2647336,39216140.00
2011/09/20,14.60,15.02,14.60,14.88,1978535,29287640.00
2011/09/21,14.80,15.84,14.73,15.59,4407550,67894608.00
2011/09/22,15.38,15.50,14.77,14.81,3697839,56113696.00
2011/09/23,14.60,15.12,14.49,15.10,2767169,41146808.00
2011/09/26,15.10,15.45,14.86,15.13,2617400,39744708.00
2011/09/27,15.22,15.39,14.88,15.29,2950898,44862264.00
2011/09/28,15.38,15.39,14.80,14.87,2130098,32203180.00
2011/09/29,14.78,14.78,14.00,14.07,3607855,51699088.00
2011/09/30,14.15,14.24,13.72,14.01,1614988,22576052.00
2011/10/10,14.18,14.20,13.91,13.95,972427,13647679.00
2011/10/11,14.30,14.48,13.88,14.05,2198830,31285236.00
2011/10/12,13.99,14.62,13.80,14.55,3230038,46407392.00
2011/10/13,14.54,14.83,14.50,14.63,2919143,42821768.00
2011/10/14,14.65,14.81,14.53,14.68,2375213,34864592.00
2011/10/17,14.73,15.38,14.61,15.12,4472400,67420224.00
2011/10/18,14.99,15.05,14.31,14.35,3031798,44743976.00
2011/10/19,14.35,14.55,14.08,14.25,1744895,24942592.00
2011/10/20,14.40,14.90,14.40,14.64,4984974,72994808.00
2011/10/21,14.55,14.55,13.80,13.81,3180875,44717464.00
2011/10/24,13.96,14.22,13.66,14.20,2561938,35783796.00
2011/10/25,14.18,14.90,14.07,14.84,4274719,62104344.00
