Date, SH603019.Open, SH603019.High, SH603019.Low, SH603019.Close, SH603019.Volume, SH603019.Adjusted
2014/11/06,7.62,7.62,7.62,7.62,64400,490728.00
2014/11/07,8.38,8.38,8.38,8.38,10722,89850.00
2014/11/10,9.22,9.22,9.22,9.22,15600,143832.00
2014/11/11,10.14,10.14,10.14,10.14,20500,207870.00
2014/11/12,11.15,11.15,11.15,11.15,21900,244185.00
2014/11/13,12.27,12.27,12.27,12.27,35300,433131.00
2014/11/14,13.50,13.50,13.50,13.50,42600,575100.00
2014/11/17,14.85,14.85,14.85,14.85,81400,1208790.00
2014/11/18,16.34,16.34,16.34,16.34,153500,2508190.00
2014/11/19,17.97,17.97,17.97,17.97,191100,3434067.00
2014/11/20,19.77,19.77,19.77,19.77,181896,3596084.00
2014/11/21,21.75,21.75,21.75,21.75,249440,5425320.00
2014/11/24,23.93,23.93,23.93,23.93,213870,5117909.00
2014/11/25,26.32,26.32,26.32,26.32,346780,9127250.00
2014/11/26,28.95,28.95,28.95,28.95,325219,9415090.00
2014/11/27,31.85,31.85,31.85,31.85,223550,7120068.00
2014/11/28,35.04,35.04,35.04,35.04,467125,16368060.00
2014/12/01,38.54,38.54,38.54,38.54,310850,11980159.00
2014/12/02,42.39,42.39,42.39,42.39,342290,14509673.00
2014/12/03,46.63,46.63,46.63,46.63,254205,11853579.00
2014/12/04,46.63,46.63,46.63,46.63,0,0.00
2014/12/05,51.29,51.29,51.29,51.29,3727642,191190752.00
2014/12/08,56.42,56.42,56.42,56.42,8985418,506957280.00
2014/12/09,53.21,59.00,50.78,51.08,41207596,2198130944.00
2014/12/10,50.81,54.99,48.02,52.26,22329358,1162966784.00
2014/12/11,52.90,57.49,52.28,57.49,15662476,869555136.00
2014/12/12,61.50,62.99,52.00,53.32,28227799,1632089856.00
2014/12/15,50.90,53.60,48.88,52.91,14823289,757639552.00
2014/12/16,51.90,52.60,50.00,50.18,10458371,532569856.00
2014/12/17,48.80,51.88,48.50,50.00,10191263,512167872.00
2014/12/18,49.65,53.90,49.50,51.22,12493404,648177088.00
2014/12/19,50.11,50.60,46.10,46.10,13879452,660479424.00
2014/12/22,45.23,45.99,41.49,41.49,8930014,378905408.00
2014/12/23,39.82,43.50,39.28,40.20,9581748,396107616.00
2014/12/24,41.07,42.09,40.11,40.97,7300372,299836192.00
2014/12/25,41.20,45.07,39.99,43.64,11535670,493290240.00
2014/12/26,42.50,45.00,42.30,43.74,8295756,363550208.00
2014/12/29,43.00,44.00,40.72,43.42,10759338,455276032.00
2014/12/30,42.87,44.55,42.00,43.91,9094753,397619808.00
2014/12/31,43.60,44.60,42.39,42.53,7348777,318459584.00
2015/01/05,41.19,41.29,39.00,39.74,9167544,366566080.00
2015/01/06,39.10,41.49,38.80,40.86,7397392,298767808.00
2015/01/07,40.59,41.20,39.80,40.13,4508641,180923312.00
2015/01/08,40.19,42.88,39.90,40.91,7744136,322571616.00
2015/01/09,40.25,45.00,40.15,45.00,9565624,416594240.00
2015/01/12,46.00,49.40,45.51,47.80,18721979,888096832.00
2015/01/13,47.50,50.64,46.50,47.82,13957858,679101312.00
2015/01/14,47.38,47.66,45.50,45.59,8559263,397283168.00
2015/01/15,45.16,47.18,44.68,45.45,7360691,336224544.00
2015/01/16,45.20,49.01,44.87,48.24,10169899,481420800.00
2015/01/19,47.00,52.98,46.70,48.84,13461932,673854208.00
2015/01/20,49.49,52.48,48.79,51.85,10412234,528455104.00
2015/01/21,51.60,51.69,50.41,51.26,7381670,376365344.00
2015/01/22,51.98,56.39,51.51,56.39,9968369,545533184.00
2015/01/23,58.00,58.20,53.66,53.71,9969829,546903808.00
2015/01/26,54.49,57.99,53.90,54.69,9474855,527482272.00
2015/01/27,54.00,54.50,52.18,54.27,7764131,414472288.00
2015/01/28,53.67,56.70,53.60,54.00,6787997,373401600.00
2015/01/29,52.70,53.96,50.68,51.33,8111739,425853216.00
2015/01/30,51.61,52.66,49.40,49.51,6971730,353396320.00
2015/02/02,49.00,51.09,48.30,50.19,4571701,230094864.00
2015/02/03,49.90,53.36,49.81,51.69,8366597,434935424.00
2015/02/04,51.42,53.10,51.06,51.67,5433967,282000064.00
2015/02/05,51.96,53.00,50.33,50.93,6565660,339241376.00
2015/02/06,51.00,52.40,48.70,49.16,5150487,258006032.00
2015/02/09,48.73,49.20,46.35,46.79,4689327,223495280.00
2015/02/10,46.70,47.65,45.62,47.57,3572196,166385296.00
2015/02/11,47.39,51.50,47.05,50.74,5925265,295515808.00
2015/02/12,50.05,52.48,50.01,50.78,5393992,277468576.00
2015/02/13,51.25,52.02,50.38,51.61,4257304,217916064.00
2015/02/16,51.65,53.85,51.65,53.27,5210820,276811264.00
2015/02/17,53.29,55.00,51.82,53.95,6500864,346964864.00
2015/02/25,53.70,59.35,53.53,57.96,12311619,703935616.00
2015/02/26,57.89,59.30,55.00,56.79,7656188,439775424.00
2015/02/27,56.88,59.15,56.56,58.94,6520166,377620544.00
2015/03/02,59.28,62.20,58.22,61.36,7527926,457444480.00
2015/03/03,60.80,62.50,57.60,57.91,8102857,485535168.00
2015/03/04,58.05,59.02,57.19,57.91,4443544,257606544.00
2015/03/05,58.70,61.88,57.50,59.93,6372370,381750368.00
2015/03/06,60.00,60.70,56.68,56.82,5405885,312772480.00
2015/03/09,55.80,57.32,55.00,56.97,3425432,192592736.00
