Date, 300476.Open, 300476.High, 300476.Low, 300476.Close, 300476.Volume, 300476.Adjusted
2015/06/11,18.88,22.65,18.88,22.65,6100,136848.00
2015/06/12,24.92,24.92,24.92,24.92,2501,62324.92
2015/06/15,27.41,27.41,27.41,27.41,2994,82065.54
2015/06/16,30.15,30.15,30.15,30.15,6100,183915.00
2015/06/17,33.17,33.17,33.17,33.17,8116,269207.72
2015/06/18,36.49,36.49,36.49,36.49,9800,357602.00
2015/06/19,40.14,40.14,40.14,40.14,101425,4071199.50
2015/06/23,44.15,44.15,44.15,44.15,61700,2724055.00
2015/06/24,48.57,48.57,48.57,48.57,11500,558555.00
2015/06/25,53.43,53.43,53.43,53.43,23400,1250262.00
2015/06/26,58.77,58.77,48.88,58.77,21063823,1160794752.00
2015/06/29,52.89,55.45,52.89,52.89,2442467,129753952.00
2015/06/30,47.60,51.60,47.60,47.60,11119050,540201600.00
2015/07/01,46.00,50.50,42.85,43.28,11995183,557659392.00
2015/07/02,42.00,42.00,38.95,38.95,6835123,273039264.00
2015/07/03,35.62,39.90,35.06,35.06,7334442,263563920.00
2015/07/06,38.57,38.57,31.56,32.62,8916429,319775072.00
2015/07/07,31.01,31.01,29.36,29.36,4069723,121243176.00
2015/07/08,26.42,29.00,26.42,26.75,8720397,236567888.00
2015/07/09,28.50,29.43,27.80,29.43,4708614,136740336.00
2015/07/10,32.37,32.37,32.37,32.37,233700,7564869.00
2015/07/13,35.61,35.61,35.61,35.61,141551,5040631.00
2015/07/14,39.17,39.17,39.17,39.17,728744,28544902.00
2015/07/15,41.00,41.00,35.82,35.90,14517379,563749568.00
2015/07/16,33.38,39.49,32.50,38.99,11645602,436721472.00
2015/07/17,38.60,42.87,38.36,41.70,9140801,369949664.00
2015/07/20,40.87,42.28,38.80,40.65,9411179,383864320.00
2015/07/21,39.38,44.50,38.90,42.80,8167179,341355232.00
2015/07/22,42.11,43.11,40.80,42.23,6857638,288074112.00
2015/07/23,42.36,46.45,42.03,46.45,7376289,327381152.00
2015/07/24,48.00,50.25,44.08,44.70,11854807,566927616.00
2015/07/27,43.10,46.49,40.23,40.23,8628170,380793728.00
2015/07/28,38.20,42.47,36.80,41.10,7534217,299482720.00
2015/07/29,42.10,45.21,39.09,45.21,7748697,327235808.00
2015/07/30,44.99,48.88,44.03,44.28,10065716,466683520.00
2015/07/31,43.11,48.29,42.90,46.15,9687684,442710816.00
2015/08/03,45.83,50.77,44.00,50.77,11693581,554612352.00
2015/08/04,50.00,51.97,45.69,47.90,13231665,633134016.00
2015/08/05,46.80,52.45,46.44,50.00,11529628,575138048.00
2015/08/06,48.50,49.30,45.03,46.00,8633283,404787520.00
2015/08/07,46.77,47.45,45.31,46.58,5715326,266437456.00
2015/08/10,46.90,48.80,46.51,48.27,5922667,283171328.00
2015/08/11,48.29,51.47,48.05,49.66,7512288,375347904.00
2015/08/12,48.78,49.61,46.81,46.90,6588385,316133440.00
2015/08/13,46.90,49.16,46.81,48.42,4529968,217559232.00
2015/08/14,48.39,48.52,47.11,47.33,4790609,228500080.00
2015/08/17,47.00,47.57,43.70,43.92,5284101,237572160.00
2015/08/18,43.77,45.37,39.53,39.53,4741860,202839168.00
2015/08/19,39.10,41.77,36.80,41.33,4615620,183136016.00
2015/08/20,40.81,41.48,39.11,39.20,3091850,124905216.00
2015/08/21,38.65,39.15,37.50,37.83,2899280,110744824.00
2015/08/24,34.99,36.00,34.05,34.05,3064792,105786888.00
2015/08/25,30.89,35.47,30.65,30.65,5057779,162311360.00
2015/08/26,31.25,33.72,30.80,31.95,6281606,204183472.00
2015/08/27,32.98,33.47,30.82,33.00,4629769,149486128.00
2015/08/28,33.50,35.19,32.50,34.96,4583850,153952080.00
2015/08/31,34.22,34.49,32.09,32.21,2984530,99495384.00
2015/09/01,32.23,32.27,28.99,28.99,3532464,106233392.00
2015/09/02,27.88,30.88,27.51,28.56,3516464,103040400.00
2015/09/07,29.80,30.98,29.00,29.70,2588720,77854000.00
2015/09/08,29.40,32.65,29.36,32.55,4355283,137109136.00
2015/09/09,32.78,34.30,32.31,33.74,5491338,183783552.00
2015/09/10,32.75,33.70,32.51,32.61,3034449,100247616.00
2015/09/11,32.56,33.70,32.56,33.20,2297606,76150000.00
2015/09/14,33.54,33.55,29.88,29.88,2719322,84935496.00
2015/09/15,28.88,29.60,27.98,28.15,2550284,73281712.00
2015/09/16,28.59,30.97,28.59,30.97,3293784,97671632.00
2015/09/17,30.97,32.28,30.11,30.51,4038171,126053928.00
2015/09/18,30.94,31.41,30.39,31.17,2024388,62584656.00
2015/09/21,30.80,33.28,30.53,33.12,3440863,110825856.00
2015/09/22,33.52,33.95,32.75,33.08,4220386,141144032.00
2015/09/23,32.56,35.00,32.50,33.66,4551792,154801056.00
2015/09/24,33.98,34.78,33.50,33.90,3475297,118562464.00
2015/09/25,33.66,33.98,31.30,31.75,3073865,99362768.00
2015/09/28,31.93,33.35,31.59,33.30,2282020,74453448.00
2015/09/29,32.60,33.13,31.75,32.38,2155256,69972472.00
2015/09/30,32.45,32.77,32.01,32.41,1503097,48852664.00
2015/10/08,33.80,34.49,33.31,34.05,3375574,114754016.00
2015/10/09,33.98,34.48,33.61,34.41,2866067,97840152.00
2015/10/12,34.81,37.00,34.75,36.36,4245737,152990896.00
2015/10/13,36.26,36.75,35.86,36.61,2895317,105306200.00
2015/10/14,36.50,37.80,36.18,36.65,3645025,134879568.00
2015/10/15,36.35,38.70,36.32,38.69,3753178,141722512.00
2015/10/16,39.18,39.30,37.68,38.70,3701472,142072976.00
2015/10/19,38.80,38.87,37.36,37.80,3098762,118110504.00
2015/10/20,37.91,38.69,37.41,38.58,3173202,121690528.00
2015/10/21,38.50,39.97,35.40,35.80,5106851,193729344.00
2015/10/22,36.26,37.93,35.90,37.83,3587188,132209632.00
2015/10/23,38.18,39.29,37.85,39.01,3554216,137117216.00
2015/10/26,39.40,40.30,38.51,39.90,3952538,155871504.00
2015/10/27,39.30,41.50,38.38,41.21,4534014,181216224.00
2015/10/28,40.51,41.36,39.20,39.34,3477696,140241520.00
2015/10/29,39.98,40.49,39.02,39.65,2337303,92843808.00
2015/10/30,39.70,40.90,39.00,40.06,2930648,117386128.00
2015/11/02,39.01,44.07,38.68,41.69,6744174,285092512.00
2015/11/03,41.55,44.16,41.55,43.35,5401795,231268288.00
2015/11/04,43.90,44.84,43.20,44.50,5742479,252588736.00
2015/11/05,44.45,46.23,43.76,44.25,4967496,222419136.00
2015/11/06,44.50,47.23,44.50,47.03,4959389,227623648.00
2015/11/09,47.06,50.37,46.16,49.58,6544096,317566944.00
2015/11/10,49.20,51.60,47.68,51.50,7261366,359308192.00
2015/11/11,51.21,56.65,50.62,56.00,7841079,426881920.00
2015/11/12,55.72,60.60,55.12,59.10,7348904,424529280.00
2015/11/13,57.80,58.24,53.19,53.19,8461421,461776320.00
2015/11/16,50.60,53.88,50.01,53.17,4571431,238535008.00
2015/11/17,54.00,55.56,51.56,51.60,4810923,259309984.00
2015/11/18,51.81,52.20,48.03,48.50,4715455,235384176.00
2015/11/19,48.78,52.07,48.78,51.85,4043394,203153840.00
2015/11/20,52.04,53.99,51.12,52.98,4260352,223957024.00
2015/11/23,52.40,54.50,50.96,51.07,3919462,206530864.00
2015/11/24,50.87,56.18,50.87,56.18,5589287,301510240.00
2015/11/25,56.82,59.00,55.77,56.94,5928896,338103904.00
2015/11/26,57.01,61.99,56.88,60.75,7168703,429711008.00
2015/11/27,59.00,61.50,56.88,57.50,6091560,360767200.00
2015/11/30,58.30,62.59,57.50,61.65,7285395,435295488.00
2015/12/01,61.60,61.79,55.50,57.59,6828222,402730400.00
2015/12/02,57.00,57.79,52.30,55.02,3907011,213589408.00
2015/12/03,55.04,58.19,55.04,57.09,4022965,228316624.00
2015/12/04,57.00,58.49,55.01,56.26,4041234,230131584.00
2015/12/07,56.41,56.79,55.05,55.96,2444707,136721952.00
2015/12/08,55.80,58.68,55.62,57.14,4228866,242942512.00
2015/12/09,56.50,56.95,53.50,54.19,3571266,196179872.00
2015/12/10,53.90,54.54,53.00,53.26,2675046,143468224.00
2015/12/11,52.81,54.32,52.60,52.94,1966550,105076920.00
2015/12/14,52.00,54.97,52.00,54.78,2002475,107106408.00
2015/12/15,54.87,56.16,54.11,54.99,2173434,120163672.00
2015/12/16,55.29,57.28,55.29,56.23,2663008,150446144.00
2015/12/17,57.31,59.10,56.33,59.05,4010186,232701200.00
2015/12/18,58.73,59.44,57.03,57.28,2853437,164995584.00
2015/12/21,57.40,58.85,56.49,58.44,2315156,133725936.00
2015/12/22,59.00,59.90,57.88,59.77,2634128,155702160.00
2015/12/23,59.79,62.09,58.80,58.95,3852079,232832528.00
2015/12/24,58.70,62.55,58.12,62.55,4090991,247375840.00
2015/12/25,62.80,63.34,59.68,60.47,3831155,235430224.00
2015/12/28,60.15,60.72,56.39,56.40,3800298,222459120.00
2015/12/29,56.80,58.45,56.51,58.45,2350180,135182432.00
2015/12/30,58.52,58.75,57.00,57.87,1925061,111206104.00
2015/12/31,57.95,58.20,55.00,55.11,2386847,134338496.00
2016/01/04,54.64,54.64,49.60,49.60,2588597,133557776.00
2016/01/05,47.00,50.98,46.59,49.40,2857888,139494800.00
2016/01/06,49.28,52.60,49.20,51.95,2778136,141028704.00
2016/01/07,50.38,50.90,46.76,46.80,646600,31294496.00
2016/01/08,48.50,49.50,44.60,47.30,2485366,117978528.00
2016/01/11,45.57,46.98,42.57,42.60,3171286,141654800.00
2016/01/12,43.20,44.28,42.42,43.46,2242958,97252960.00
2016/01/13,43.86,44.25,39.22,39.31,2778406,116650128.00
2016/01/14,37.55,42.00,37.53,41.49,2663784,106523016.00
2016/01/15,41.35,41.96,38.60,39.27,2328251,94341464.00
2016/01/18,38.20,42.30,38.10,41.18,2136519,86750640.00
2016/01/19,41.00,43.69,40.88,43.52,2456898,104188000.00
2016/01/20,43.30,44.60,42.60,43.55,2582267,112450888.00
2016/01/21,43.02,44.59,41.70,41.72,2445865,106295880.00
2016/01/22,42.65,43.55,41.21,43.54,2342766,99728752.00
2016/01/25,44.00,44.41,42.80,43.45,1715644,75054312.00
2016/01/26,42.80,42.80,39.11,39.11,2265665,92625952.00
2016/01/27,39.69,40.63,38.10,40.49,2607824,103648408.00
2016/01/28,39.84,40.38,36.53,36.92,2043942,79079840.00
2016/01/29,37.01,39.50,36.90,38.77,1884557,72303992.00
2016/02/01,38.79,39.85,38.11,39.30,1659988,65104692.00
2016/02/02,39.21,41.26,39.21,40.94,2025723,82240856.00
2016/02/03,40.52,40.98,39.45,40.71,1629244,65700744.00
2016/02/04,40.63,42.49,40.63,42.17,2018172,84563856.00
2016/02/05,42.36,42.36,41.25,41.29,1675048,69875432.00
2016/02/15,39.40,40.89,39.00,40.63,1471029,58942472.00
2016/02/16,40.99,42.67,40.99,42.56,2164890,91379720.00
2016/02/17,42.40,44.20,42.30,44.02,3108221,134583792.00
2016/02/18,44.42,44.55,43.13,43.61,2878630,126243832.00
2016/02/19,43.58,44.74,43.40,44.50,2354459,104106024.00
2016/02/22,45.12,46.90,45.00,45.66,2615917,120207960.00
2016/02/23,45.49,46.28,44.31,45.48,2234329,101534456.00
2016/02/24,45.44,45.98,43.01,44.44,2768713,122670608.00
2016/02/25,43.97,44.37,40.00,40.00,2658230,110703120.00
2016/02/26,40.30,41.18,38.80,39.77,1887119,75628904.00
2016/02/29,39.51,39.78,35.79,36.05,2052895,75512512.00
2016/03/01,36.35,37.90,35.42,37.78,2501866,92008776.00
2016/03/02,37.59,39.99,37.50,39.65,2245170,86898544.00
2016/03/03,39.95,40.48,39.04,39.34,1866806,74247032.00
2016/03/04,38.80,38.91,35.51,36.40,2726910,101159280.00
2016/03/07,37.07,38.46,37.00,37.59,1834559,69299400.00
2016/03/08,37.41,38.25,35.15,38.07,2124994,77717592.00
2016/03/09,37.10,37.76,36.50,36.96,1361249,50571868.00
2016/03/10,37.03,37.63,36.40,36.47,1072464,39674040.00
2016/03/11,36.27,37.29,35.41,36.78,1263003,45851568.00
2016/03/14,37.39,39.30,37.39,38.68,2369817,91427760.00
2016/03/15,38.31,38.82,37.86,37.88,1475478,56525324.00
2016/03/16,38.47,38.85,37.00,37.44,1674508,63584624.00
2016/03/17,37.57,39.69,37.57,39.42,2320312,90081248.00
2016/03/18,39.58,42.48,39.35,41.98,3037522,124665888.00
2016/03/21,42.64,44.89,42.02,44.48,3647345,156834416.00
2016/03/22,43.73,46.30,43.40,45.34,3254798,146185072.00
2016/03/23,45.30,49.10,45.00,48.94,4039314,190145776.00
2016/03/24,51.00,53.83,49.52,50.72,9378297,482234208.00
2016/03/25,51.60,51.90,48.88,49.90,5109744,259500816.00
2016/03/28,49.85,50.98,48.01,48.15,4174207,207317456.00
2016/03/29,48.36,50.34,48.05,49.37,4122265,203921872.00
2016/03/30,49.72,54.00,49.67,53.76,5397026,279606112.00
2016/03/31,53.68,56.90,53.09,54.25,5649167,308977888.00
2016/04/01,53.99,55.77,52.96,54.99,4056825,220860160.00
2016/04/05,54.25,56.98,54.02,55.48,3765863,209528576.00
2016/04/06,55.57,60.95,55.03,60.75,5240600,303857344.00
2016/04/07,60.70,60.75,58.11,58.63,4979630,295102656.00
2016/04/08,58.00,58.48,55.10,56.68,4489273,254323248.00
2016/04/11,57.69,59.30,56.80,57.98,3419535,199176432.00
2016/04/12,58.25,59.99,54.80,56.90,4896120,281191840.00
2016/04/13,57.49,59.89,55.01,58.17,4343845,252645760.00
2016/04/14,58.37,61.50,57.51,60.86,5433337,323448896.00
2016/04/15,60.86,60.89,58.88,59.02,2963063,176539056.00
2016/04/18,57.98,57.98,56.11,56.63,2920912,166362608.00
2016/04/19,57.10,58.24,56.50,57.31,2297581,131764664.00
2016/04/20,57.40,58.99,51.58,54.56,5908941,324559296.00
2016/04/21,52.98,53.97,50.80,50.88,3369055,177616048.00
2016/04/22,50.10,52.90,50.10,52.90,2373472,123276288.00
2016/04/25,53.95,54.20,51.78,53.55,2492299,133208352.00
2016/04/26,53.20,54.19,52.11,53.99,2175776,116671056.00
2016/04/27,53.88,54.18,52.00,52.63,2035218,108658208.00
2016/04/28,52.50,53.00,49.71,52.40,3004687,153616144.00
2016/04/29,51.48,56.58,51.10,53.25,6100257,331439488.00
2016/05/03,20.98,21.30,19.50,21.30,12674788,261042976.00
2016/05/04,21.00,23.43,20.80,23.43,19575121,442775904.00
2016/05/05,24.58,25.77,24.33,25.77,20649783,517880096.00
2016/05/06,27.99,28.35,27.20,28.35,54774473,1535981952.00
2016/05/09,27.69,27.99,25.52,25.52,34666387,912229632.00
2016/05/10,24.60,26.19,23.74,24.69,36676775,914665280.00
2016/05/11,25.05,25.57,23.10,23.51,28451493,695688576.00
2016/05/12,22.85,24.16,22.40,24.01,26637587,620717184.00
2016/05/13,23.48,24.70,23.00,23.05,27147889,641988864.00
2016/05/16,23.20,23.60,22.40,23.60,20583265,476295584.00
2016/05/17,23.44,25.96,23.21,25.06,39339112,970336704.00
2016/05/18,24.32,24.45,22.55,22.55,24982968,576688512.00
2016/05/19,22.13,23.55,21.98,22.81,19237787,442434624.00
2016/05/20,22.08,23.17,21.81,23.04,15245838,344498528.00
2016/05/23,23.00,24.80,22.80,24.18,23885164,575951744.00
2016/05/24,23.80,23.99,22.78,23.29,17924521,417945696.00
2016/05/25,23.56,25.38,23.55,24.20,29807511,729494336.00
2016/05/26,23.60,24.37,22.52,24.37,21664636,506628352.00
2016/05/27,24.13,26.81,24.04,26.81,34821423,889665536.00
2016/05/30,26.39,26.65,25.47,25.75,27968469,727234112.00
2016/05/31,26.50,27.70,26.23,27.20,29468106,788668800.00
2016/06/01,26.74,29.92,26.47,28.57,37086892,1051835328.00
2016/06/02,28.00,29.30,27.81,28.93,27614750,785419904.00
2016/06/03,28.80,28.89,27.82,27.82,22971182,646935872.00
2016/06/06,27.81,28.09,27.03,27.66,15205964,416269536.00
2016/06/07,27.58,28.30,27.58,27.75,15095148,421002720.00
2016/06/08,27.40,27.58,26.44,26.67,16468203,443803392.00
2016/06/13,25.79,27.17,24.73,24.78,13684680,359876672.00
2016/06/14,24.70,25.47,24.21,24.59,10871251,269207968.00
2016/06/15,24.59,24.59,24.59,24.59,0,0.00
