Date,SH600684.Volume
2001/08/08,1655905.56
2001/09/03,627570.0
2001/10/08,642272.22
2001/11/01,477600.0
2001/12/03,379157.14
2002/01/04,782525.0
2002/02/01,884710.0
2002/03/01,1710542.86
2002/04/01,507209.09
2002/05/08,330061.11
2002/06/03,1089985.0
2002/07/01,628313.04
2002/08/01,229963.64
2002/09/02,567985.0
2002/10/08,217266.67
2002/11/01,320090.48
2002/12/02,602877.27
2003/01/02,669605.0
2003/02/10,601400.0
2003/03/03,264847.62
2003/04/01,1351986.36
2003/05/12,834346.67
2003/06/02,530952.38
2003/07/01,287517.39
2003/08/01,246614.29
2003/09/01,583146.41
2003/10/08,843193.5
2003/11/03,528193.5
2003/12/01,879509.0
2004/01/02,874571.31
2004/02/02,1752188.7
2004/03/01,843997.3
2004/04/01,1753029.45
2004/05/10,310137.5
2004/06/01,566000.0
2004/07/01,627237.05
2004/08/02,289660.36
2004/09/01,524613.41
2004/10/08,674656.13
2004/11/01,569691.77
2004/12/01,414849.3
2005/01/04,828252.75
2005/02/01,939499.0
2005/03/01,488624.91
2005/04/01,328872.24
2005/05/09,273158.24
2005/06/01,688026.27
2005/07/01,668678.95
2005/08/01,1141469.78
2005/09/01,1154609.91
2005/10/10,614479.94
2005/11/01,436488.23
2005/12/01,286443.41
2006/01/04,835953.63
2006/02/06,893770.35
2006/03/01,459720.87
2006/04/03,2670129.55
2006/05/08,3950700.39
2006/06/01,4035398.82
2006/07/03,4003717.48
2006/08/01,2709314.09
2006/09/01,2481748.95
2006/10/09,1674626.82
2006/11/01,2520822.0
2006/12/01,2820371.62
2007/01/04,8219157.4
2007/02/01,6087932.47
2007/03/01,9601510.73
2007/04/02,1.128506424E7
2007/05/08,1.115192022E7
2007/06/01,1.04420391E7
2007/07/02,8377446.23
2007/08/01,8987995.35
2007/09/03,5235486.15
2007/10/08,3057819.78
2007/11/01,2162460.09
2007/12/03,2390519.1
2008/01/02,3575773.82
2008/02/01,1270322.81
2008/03/03,1592061.0
2008/04/01,1600356.76
2008/05/05,1646731.9
2008/06/02,1072683.7
2008/07/01,2359731.78
2008/08/01,796615.29
2008/09/01,3250300.37
2008/10/06,1484551.3
2008/11/03,4145662.85
2008/12/01,9639042.57
2009/01/05,5308064.0
2009/02/02,9402325.15
2009/03/02,9506346.32
2009/04/01,6823444.24
2009/05/04,5869266.22
2009/06/01,7771119.0
2009/07/01,6346855.65
2009/08/03,4299872.57
2009/09/01,2679566.36
2009/10/09,3559548.44
2009/11/02,8404211.0
2009/12/01,4821454.43
2010/01/04,4555733.15
2010/02/01,3027243.8
2010/03/01,5764505.74
2010/04/01,4044301.38
2010/05/04,2475580.7
2010/06/01,1832029.42
2010/07/01,2875253.14
2010/08/02,3257390.59
2010/09/01,4281682.05
2010/10/08,5893709.31
2010/11/01,7181859.86
2010/12/01,2255383.39
2011/01/04,2597125.45
2011/02/01,1516219.33
2011/03/01,2713449.74
2011/04/01,5556805.47
2011/05/03,4316918.14
2011/06/01,1606846.95
2011/07/01,2336948.48
2011/08/01,3778491.61
2011/09/01,6071901.67
2011/10/10,5813526.0
2011/11/01,3690219.77
2011/12/01,5620990.14
2012/01/04,4506162.0
2012/02/01,7875514.67
2012/03/01,5007361.95
2012/04/05,5189150.71
2012/05/02,3874670.36
2012/06/01,2323168.75
2012/07/02,3826551.0
2012/08/01,2039393.57
2012/09/03,2734311.65
2012/10/08,1.073304272E7
2012/11/01,3.449684564E7
2012/12/03,3.13122199E7
2013/01/04,2.726702735E7
2013/02/01,1.1796568E7
2013/03/01,1.435268571E7
2013/04/01,1.546494961E7
2013/05/02,1.636954241E7
2013/06/03,1.0107658E7
2013/07/01,1.379547135E7
2013/08/01,1.203581295E7
2013/09/02,1.533016084E7
2013/10/08,1.113446728E7
2013/11/01,5104637.0
2013/12/02,6516736.82
2014/01/02,6016039.1
2014/02/07,1.004219888E7
2014/03/03,1.546041062E7
2014/04/01,1.085549343E7
2014/05/05,3781309.4
2014/06/03,3378867.45
2014/07/01,1.438090687E7
2014/08/01,1.692415305E7
2014/09/01,2.850671938E7
2014/10/08,5.723373506E7
2014/11/03,3.85987464E7
2014/12/01,3.638434426E7
2015/01/05,1.7859342E7
2015/02/02,2.2638021E7
2015/03/02,3.041872236E7
2015/04/01,4.952351095E7
2015/05/04,4.03905638E7
2015/06/01,3.92708039E7
2015/07/01,3.866336543E7
2015/08/03,4.790363852E7
2015/09/01,2.270016355E7
2015/10/08,3.270946041E7
2015/11/02,2.760317971E7
2015/12/01,1.942953035E7
2016/01/04,3.82891591E7
2016/02/01,1.688357475E7
2016/03/01,1.949929243E7
2016/04/01,1.39012305E7
2016/05/03,6101545.57
2016/06/01,8683576.67
