Date,SH600298.Volume
2001/08/08,123800.0
2001/09/03,72990.0
2001/10/08,176900.0
2001/11/01,72650.0
2001/12/03,142695.24
2002/01/04,183655.0
2002/02/01,141000.0
2002/03/01,221276.19
2002/04/01,121863.64
2002/05/08,71877.78
2002/06/03,160540.0
2002/07/01,49547.83
2002/08/01,107927.27
2002/09/02,48070.0
2002/10/08,38500.0
2002/11/01,136338.1
2002/12/02,152440.91
2003/01/02,217350.0
2003/02/10,269426.67
2003/03/03,100723.81
2003/04/01,201222.73
2003/05/12,185473.33
2003/06/02,106671.43
2003/07/01,58073.91
2003/08/01,40957.14
2003/09/01,58103.55
2003/10/08,65003.56
2003/11/03,157121.35
2003/12/01,170430.57
2004/01/02,344505.92
2004/02/02,501966.75
2004/03/01,265214.87
2004/04/01,500467.77
2004/05/10,117081.25
2004/06/01,125554.55
2004/07/01,59448.82
2004/08/02,65451.82
2004/09/01,223789.86
2004/10/08,572275.5
2004/11/01,246003.64
2004/12/01,66189.87
2005/01/04,70026.25
2005/02/01,159413.46
2005/03/01,218210.48
2005/04/01,139217.57
2005/05/09,88953.47
2005/06/01,299460.86
2005/07/01,173429.71
2005/08/01,432318.22
2005/09/01,600370.64
2005/10/10,416697.75
2005/11/01,631243.36
2005/12/01,245804.55
2006/01/04,917987.06
2006/02/06,559788.82
2006/03/01,55818.39
2006/04/03,470532.75
2006/05/08,1697179.39
2006/06/01,564476.68
2006/07/03,658528.86
2006/08/01,648798.43
2006/09/01,565609.38
2006/10/09,593759.65
2006/11/01,596691.86
2006/12/01,852946.29
2007/01/04,969268.6
2007/02/01,1053978.8
2007/03/01,876988.05
2007/04/02,1285535.14
2007/05/08,2056328.33
2007/06/01,1688111.95
2007/07/02,2190555.27
2007/08/01,4522405.57
2007/09/03,3824317.55
2007/10/08,4135026.0
2007/11/01,2713830.73
2007/12/03,8856194.5
2008/01/02,5963207.45
2008/02/01,2233239.88
2008/03/03,2179800.1
2008/04/01,1940184.48
2008/05/05,3369717.0
2008/06/02,1476463.85
2008/07/01,1808897.83
2008/08/01,976822.24
2008/09/01,1072474.21
2008/10/06,819936.55
2008/11/03,1398847.55
2008/12/01,3784661.35
2009/01/05,2527349.2
2009/02/02,5254077.8
2009/03/02,2942807.55
2009/04/01,4097964.43
2009/05/04,2689020.28
2009/06/01,3480031.68
2009/07/01,3718635.43
2009/08/03,3212567.76
2009/09/01,3402970.32
2009/10/09,3775950.63
2009/11/02,3826492.33
2009/12/01,2509036.65
2010/01/04,3517657.15
2010/02/01,2278256.13
2010/03/01,1533511.96
2010/04/01,2311504.43
2010/05/04,1265389.25
2010/06/01,1069860.68
2010/07/01,1730960.32
2010/08/02,1218281.86
2010/09/01,2067082.37
2010/10/08,3521766.31
2010/11/01,4076335.91
2010/12/01,2123768.04
2011/01/04,2444913.8
2011/02/01,2056496.87
2011/03/01,2997747.3
2011/04/01,2773689.89
2011/05/03,1666653.9
2011/06/01,992475.05
2011/07/01,1932452.57
2011/08/01,1511014.65
2011/09/01,603578.14
2011/10/10,1600498.0
2011/11/01,1467035.09
2011/12/01,1500792.23
2012/01/04,1477206.53
2012/02/01,2018903.38
2012/03/01,2916906.68
2012/04/05,2015328.41
2012/05/02,1751628.73
2012/06/01,1628003.2
2012/07/02,1777454.05
2012/08/01,1516647.09
2012/09/03,1656789.0
2012/10/08,2507085.44
2012/11/01,2067986.41
2012/12/03,7424672.62
2013/01/04,6989127.0
2013/02/01,8358803.13
2013/03/01,6204271.62
2013/04/01,3304093.06
2013/05/02,3806470.45
2013/06/03,1.839490665E7
2013/07/01,9237380.7
2013/08/01,5473921.55
2013/09/02,5580391.26
2013/10/08,5331452.11
2013/11/01,2873647.33
2013/12/02,4583691.18
2014/01/02,2609049.67
2014/02/07,7835759.69
2014/03/03,4464792.76
2014/04/01,2997208.62
2014/05/05,1464731.35
2014/06/03,1495294.05
2014/07/01,4541179.0
2014/08/01,3898559.95
2014/09/01,5232082.52
2014/10/08,5264718.0
2014/11/03,7919743.15
2014/12/01,6108232.87
2015/01/05,6385012.85
2015/02/02,4655771.87
2015/03/02,9836360.32
2015/04/01,9044141.62
2015/05/04,1.068651565E7
2015/06/01,1.406262167E7
2015/07/01,1.328580661E7
2015/08/03,6831612.19
2015/09/01,5589814.8
2015/10/08,7194603.94
2015/11/02,6719295.95
2015/12/01,4318183.52
2016/01/04,8588272.0
2016/02/01,8497815.31
2016/03/01,1.031536317E7
2016/04/01,9414231.0
2016/05/03,1.655265557E7
2016/06/01,1.438365122E7
