Date,SZ000858.Volume
2001/08/08,890177.78
2001/09/03,1537700.0
2001/10/08,1701305.56
2001/11/01,1054959.09
2001/12/03,3723004.76
2002/01/04,2463165.0
2002/02/01,2154700.0
2002/03/01,3027771.43
2002/04/01,980445.45
2002/05/08,1033000.0
2002/06/03,2273090.0
2002/07/01,1471452.17
2002/08/01,1600745.45
2002/09/02,1238740.0
2002/10/08,1234677.78
2002/11/01,1299109.52
2002/12/02,1412022.73
2003/01/02,2695300.0
2003/02/10,1183573.33
2003/03/03,1161623.81
2003/04/01,4410027.27
2003/05/12,4293966.67
2003/06/02,3590347.62
2003/07/01,6450726.09
2003/08/01,2375490.48
2003/09/01,1639110.64
2003/10/08,2001434.78
2003/11/03,2265114.0
2003/12/01,4646516.57
2004/01/02,4677427.23
2004/02/02,1.228482735E7
2004/03/01,7083092.61
2004/04/01,1.290696368E7
2004/05/10,5032068.75
2004/06/01,3154218.18
2004/07/01,4235397.23
2004/08/02,2362364.5
2004/09/01,1.354138991E7
2004/10/08,1.566053644E7
2004/11/01,4914276.5
2004/12/01,3140464.61
2005/01/04,3316823.9
2005/02/01,9630664.85
2005/03/01,7621826.91
2005/04/01,1.01345971E7
2005/05/09,6460135.06
2005/06/01,1.032354095E7
2005/07/01,6729565.9
2005/08/01,1.033008552E7
2005/09/01,6712874.09
2005/10/10,5548632.06
2005/11/01,2698229.27
2005/12/01,5403828.41
2006/01/04,1.16041645E7
2006/02/06,0.0
2006/03/01,9013851.13
2006/04/03,4.23730147E7
2006/05/08,5.020145522E7
2006/06/01,2.741975545E7
2006/07/03,1.738808786E7
2006/08/01,1.073137709E7
2006/09/01,7685185.29
2006/10/09,2.063123588E7
2006/11/01,2.754341314E7
2006/12/01,2.416326748E7
2007/01/04,2.75141551E7
2007/02/01,2.424340233E7
2007/03/01,2.828082418E7
2007/04/02,3.933037924E7
2007/05/08,6.967336061E7
2007/06/01,4.730918924E7
2007/07/02,2.954247391E7
2007/08/01,4.136346078E7
2007/09/03,3.63055467E7
2007/10/08,2.847392733E7
2007/11/01,1.441074282E7
2007/12/03,2.013973435E7
2008/01/02,2.598827291E7
2008/02/01,1.684438069E7
2008/03/03,1.754827733E7
2008/04/01,3.694343019E7
2008/05/05,2.20415719E7
2008/06/02,1.72976457E7
2008/07/01,1.316993735E7
2008/08/01,1.536715181E7
2008/09/01,1.707568295E7
2008/10/06,1.552724515E7
2008/11/03,3.268690135E7
2008/12/01,2.450696391E7
2009/01/05,2.827480773E7
2009/02/02,6.496584435E7
2009/03/02,4.084766336E7
2009/04/01,5.772781129E7
2009/05/04,4.056791583E7
2009/06/01,6.2684015E7
2009/07/01,5.021876361E7
2009/08/03,4.643021395E7
2009/09/01,5.436908391E7
2009/10/09,4.118539938E7
2009/11/02,4.759293571E7
2009/12/01,3.949338926E7
2010/01/04,3.271979145E7
2010/02/01,1.61027794E7
2010/03/01,1.8518345E7
2010/04/01,2.541538395E7
2010/05/04,1.405239035E7
2010/06/01,1.388616295E7
2010/07/01,1.403916105E7
2010/08/02,2.278991841E7
2010/09/01,1.907512458E7
2010/10/08,4.006754788E7
2010/11/01,3.704681955E7
2010/12/01,2.928804717E7
2011/01/04,1.93159208E7
2011/02/01,2.253330953E7
2011/03/01,2.503701791E7
2011/04/01,2.151429011E7
2011/05/03,1.963209581E7
2011/06/01,2.086984757E7
2011/07/01,2.236301238E7
2011/08/01,2.524678252E7
2011/09/01,1.370308357E7
2011/10/10,1.498871719E7
2011/11/01,1.815083995E7
2011/12/01,1.380638505E7
2012/01/04,1.88828752E7
2012/02/01,1.633210405E7
2012/03/01,1.834707818E7
2012/04/05,1.454471812E7
2012/05/02,2.474480214E7
2012/06/01,1.58457766E7
2012/07/02,3.936107077E7
2012/08/01,1.894474122E7
2012/09/03,1.52635412E7
2012/10/08,1.840171483E7
2012/11/01,2.333372091E7
2012/12/03,5.243608771E7
2013/01/04,4.86491873E7
2013/02/01,4.143182213E7
2013/03/01,2.549217767E7
2013/04/01,2.007129567E7
2013/05/02,2.356128495E7
2013/06/03,1.768758024E7
2013/07/01,1.642815417E7
2013/08/01,2.237918782E7
2013/09/02,2.507092595E7
2013/10/08,2.161825811E7
2013/11/01,1.739991905E7
2013/12/02,1.453803314E7
2014/01/02,1.881121E7
2014/02/07,2.626962194E7
2014/03/03,3.703736305E7
2014/04/01,1.75874529E7
2014/05/05,9714066.6
2014/06/03,1.00959171E7
2014/07/01,2.117493648E7
2014/08/01,1.798541376E7
2014/09/01,1.94065409E7
2014/10/08,2.190531744E7
2014/11/03,3.16826732E7
2014/12/01,9.068556948E7
2015/01/05,6.54946362E7
2015/02/02,3.225565907E7
2015/03/02,5.477429782E7
2015/04/01,9.23336851E7
2015/05/04,6.46909865E7
2015/06/01,9.626848252E7
2015/07/01,8.495498E7
2015/08/03,0.0
2015/09/01,0.0
2015/10/08,0.0
2015/11/02,3.896064019E7
2015/12/01,2.852517591E7
2016/01/04,2.139423915E7
2016/02/01,1.613620488E7
2016/03/01,2.997047261E7
2016/04/01,2.2387456E7
2016/05/03,3.108501395E7
2016/06/01,2.101529456E7
