Date,SZ300048.Volume
2010/01/20,6777891.63
2010/02/01,2775405.67
2010/03/01,1514092.04
2010/04/01,1856068.43
2010/05/04,1637579.95
2010/06/01,1199116.89
2010/07/01,1512322.77
2010/08/02,1247541.45
2010/09/01,1690784.0
2010/10/08,1594193.94
2010/11/01,1083508.77
2010/12/01,932759.83
2011/01/04,1939464.15
2011/02/01,1537611.33
2011/03/01,1777352.35
2011/04/01,1577514.16
2011/05/03,1469968.76
2011/06/01,1210749.71
2011/07/01,1624681.24
2011/08/01,1362074.78
2011/09/01,691390.43
2011/10/10,679268.75
2011/11/01,1035020.05
2011/12/01,537973.09
2012/01/04,747385.53
2012/02/01,1388339.05
2012/03/01,3113557.32
2012/04/05,1889896.94
2012/05/02,2212487.0
2012/06/01,2372578.0
2012/07/02,1296321.18
2012/08/01,2382897.87
2012/09/03,1800044.85
2012/10/08,2280990.0
2012/11/01,1473093.73
2012/12/03,2920659.81
2013/01/04,4215818.75
2013/02/01,4832114.07
2013/03/01,3202391.33
2013/04/01,1640824.83
2013/05/02,5363504.05
2013/06/03,5130823.88
2013/07/01,5110264.52
2013/08/01,7033995.91
2013/09/02,4455699.53
2013/10/08,6457342.94
2013/11/01,4825206.14
2013/12/02,6491831.82
2014/01/02,1.076679329E7
2014/02/07,1.195104763E7
2014/03/03,3472071.52
2014/04/01,4422104.29
2014/05/05,4882364.6
2014/06/03,4421126.3
2014/07/01,4237346.09
2014/08/01,6768861.76
2014/09/01,8771691.24
2014/10/08,5609542.56
2014/11/03,5952075.45
2014/12/01,1.369741383E7
2015/01/05,1.17735111E7
2015/02/02,5915248.0
2015/03/02,1.173813995E7
2015/04/01,1.469482367E7
2015/05/04,1.814297345E7
2015/06/01,0.0
2015/07/01,0.0
2015/08/03,0.0
2015/09/01,1.778938935E7
2015/10/08,2.073167982E7
2015/11/02,2.422646938E7
2015/12/01,1.606320665E7
2016/01/04,8930950.75
2016/02/01,7001756.81
2016/03/01,1.19458047E7
2016/04/01,1.96455776E7
2016/05/03,2.75479359E7
2016/06/01,1.868256089E7
