Date,SZ002101.Volume
2006/12/29,8229198.0
2007/01/04,1217162.35
2007/02/01,721672.93
2007/03/01,1034619.73
2007/04/02,1155310.05
2007/05/08,1046263.5
2007/06/01,861581.0
2007/07/02,434609.18
2007/08/01,745973.09
2007/09/03,450470.2
2007/10/08,377683.72
2007/11/01,154041.77
2007/12/03,325414.85
2008/01/02,550271.77
2008/02/01,325475.06
2008/03/03,327952.67
2008/04/01,403138.24
2008/05/05,373124.6
2008/06/02,941491.7
2008/07/01,575941.65
2008/08/01,261851.14
2008/09/01,262763.05
2008/10/06,456265.35
2008/11/03,616090.15
2008/12/01,1426796.3
2009/01/05,1339556.27
2009/02/02,2503060.2
2009/03/02,2133351.27
2009/04/01,2388836.86
2009/05/04,1776367.17
2009/06/01,1111034.45
2009/07/01,1866856.13
2009/08/03,3306648.43
2009/09/01,1938891.55
2009/10/09,2154642.56
2009/11/02,1778046.19
2009/12/01,1410140.3
2010/01/04,2297504.2
2010/02/01,2241838.47
2010/03/01,1468165.22
2010/04/01,1564103.76
2010/05/04,717048.55
2010/06/01,873114.63
2010/07/01,1570865.82
2010/08/02,1187044.91
2010/09/01,1041433.26
2010/10/08,1442510.38
2010/11/01,1388495.18
2010/12/01,931140.78
2011/01/04,668942.35
2011/02/01,939817.2
2011/03/01,1310835.39
2011/04/01,1575771.21
2011/05/03,2943898.19
2011/06/01,1394530.57
2011/07/01,1598303.71
2011/08/01,641512.61
2011/09/01,346108.95
2011/10/10,544821.38
2011/11/01,1246192.0
2011/12/01,1166418.27
2012/01/04,815335.13
2012/02/01,2834853.1
2012/03/01,1905792.23
2012/04/05,1380985.82
2012/05/02,2085009.82
2012/06/01,923840.1
2012/07/02,737188.05
2012/08/01,786303.35
2012/09/03,1249069.5
2012/10/08,916585.94
2012/11/01,597825.59
2012/12/03,1020977.71
2013/01/04,2044743.9
2013/02/01,1294722.47
2013/03/01,2708030.14
2013/04/01,1667156.72
2013/05/02,1375173.77
2013/06/03,792867.59
2013/07/01,586026.13
2013/08/01,1513007.23
2013/09/02,1000153.95
2013/10/08,1600420.5
2013/11/01,3105093.24
2013/12/02,2910371.59
2014/01/02,1500550.57
2014/02/07,3063585.44
2014/03/03,4385760.14
2014/04/01,6868942.48
2014/05/05,2638752.6
2014/06/03,3551876.65
2014/07/01,3426651.09
2014/08/01,5266089.05
2014/09/01,4471117.95
2014/10/08,3847542.94
2014/11/03,3574127.85
2014/12/01,3538758.3
2015/01/05,3996040.65
2015/02/02,2576159.87
2015/03/02,9373671.55
2015/04/01,6833498.86
2015/05/04,6303660.5
2015/06/01,5482873.19
2015/07/01,6065956.7
2015/08/03,6052927.33
2015/09/01,3123547.75
2015/10/08,5119397.71
2015/11/02,6427180.76
2015/12/01,6607919.57
2016/01/04,3703323.5
2016/02/01,2626206.0
2016/03/01,2905441.7
2016/04/01,5254744.65
2016/05/03,0.0
2016/06/01,0.0
