Date,SZ300010.Volume
2009/10/30,1.8643984E7
2009/11/02,3945662.62
2009/12/01,3028169.04
2010/01/04,1325841.85
2010/02/01,1764494.2
2010/03/01,1946579.57
2010/04/01,2199236.95
2010/05/04,1435070.6
2010/06/01,2328710.63
2010/07/01,1570814.0
2010/08/02,2327303.41
2010/09/01,1292616.53
2010/10/08,0.0
2010/11/01,2739330.32
2010/12/01,1767418.3
2011/01/04,827202.2
2011/02/01,623384.47
2011/03/01,787620.04
2011/04/01,386241.0
2011/05/03,399742.24
2011/06/01,355660.67
2011/07/01,2133849.24
2011/08/01,1598845.0
2011/09/01,438451.05
2011/10/10,536484.88
2011/11/01,1571871.09
2011/12/01,573110.05
2012/01/04,1728722.93
2012/02/01,1935728.19
2012/03/01,1904754.95
2012/04/05,2298731.53
2012/05/02,1067992.27
2012/06/01,1049083.7
2012/07/02,1585474.86
2012/08/01,1318652.04
2012/09/03,2760818.4
2012/10/08,1589204.67
2012/11/01,1125000.5
2012/12/03,2155115.62
2013/01/04,3385422.3
2013/02/01,7345969.2
2013/03/01,6858447.33
2013/04/01,3117764.39
2013/05/02,5927027.0
2013/06/03,1.1730862E7
2013/07/01,1.350854943E7
2013/08/01,1.006256255E7
2013/09/02,7578463.63
2013/10/08,6714433.28
2013/11/01,1.23332651E7
2013/12/02,1572414.95
2014/01/02,0.0
2014/02/07,0.0
2014/03/03,1.210948686E7
2014/04/01,7869540.52
2014/05/05,4794233.05
2014/06/03,4439689.3
2014/07/01,5389614.91
2014/08/01,479324.29
2014/09/01,0.0
2014/10/08,0.0
2014/11/03,6497413.95
2014/12/01,1.152824522E7
2015/01/05,1.75118136E7
2015/02/02,1.938157653E7
2015/03/02,2.330215323E7
2015/04/01,1.370916824E7
2015/05/04,3.16639747E7
2015/06/01,2.6139137E7
2015/07/01,1506317.39
2015/08/03,0.0
2015/09/01,0.0
2015/10/08,0.0
2015/11/02,1.4743485E7
2015/12/01,1.80597597E7
2016/01/04,1.37153317E7
2016/02/01,1.643073488E7
2016/03/01,2.062556678E7
2016/04/01,1.97150625E7
2016/05/03,1.250978833E7
2016/06/01,7094349.89
