Date,SH600490.Volume
2003/06/26,6844566.67
2003/07/01,852504.35
2003/08/01,461938.1
2003/09/01,398862.23
2003/10/08,470662.56
2003/11/03,513914.85
2003/12/01,431649.61
2004/01/02,1092505.69
2004/02/02,1601441.85
2004/03/01,476183.35
2004/04/01,1144316.95
2004/05/10,254300.0
2004/06/01,542627.27
2004/07/01,326794.09
2004/08/02,176695.64
2004/09/01,370162.73
2004/10/08,971796.81
2004/11/01,359891.73
2004/12/01,196763.26
2005/01/04,107506.75
2005/02/01,190373.15
2005/03/01,221429.17
2005/04/01,477371.33
2005/05/09,445647.18
2005/06/01,707167.64
2005/07/01,324624.24
2005/08/01,1415906.0
2005/09/01,826814.5
2005/10/10,741669.19
2005/11/01,575020.05
2005/12/01,201725.86
2006/01/04,486456.81
2006/02/06,337441.76
2006/03/01,466168.09
2006/04/03,701483.0
2006/05/08,573461.61
2006/06/01,689066.23
2006/07/03,1586258.9
2006/08/01,837616.0
2006/09/01,1127682.29
2006/10/09,1401009.06
2006/11/01,759227.55
2006/12/01,1321787.43
2007/01/04,3006792.4
2007/02/01,1558558.67
2007/03/01,2386098.05
2007/04/02,2548865.24
2007/05/08,3319386.22
2007/06/01,7029390.24
2007/07/02,3997383.95
2007/08/01,4426926.43
2007/09/03,7910455.1
2007/10/08,2439758.44
2007/11/01,1748323.68
2007/12/03,2875357.25
2008/01/02,3812499.91
2008/02/01,1712727.94
2008/03/03,1405528.67
2008/04/01,1099080.62
2008/05/05,1594398.95
2008/06/02,1538845.1
2008/07/01,1139385.0
2008/08/01,1312175.95
2008/09/01,2932282.11
2008/10/06,695033.25
2008/11/03,2014543.25
2008/12/01,2641129.43
2009/01/05,2671110.8
2009/02/02,3457504.35
2009/03/02,2343771.0
2009/04/01,3085884.29
2009/05/04,6462690.72
2009/06/01,5267144.68
2009/07/01,3603803.57
2009/08/03,2499789.1
2009/09/01,2916099.59
2009/10/09,3044231.44
2009/11/02,6136506.95
2009/12/01,3797187.83
2010/01/04,2930275.85
2010/02/01,1396598.33
2010/03/01,2568802.39
2010/04/01,2713748.62
2010/05/04,1285274.8
2010/06/01,1463096.47
2010/07/01,2070261.0
2010/08/02,2547088.0
2010/09/01,2372305.58
2010/10/08,1386610.44
2010/11/01,2854710.86
2010/12/01,1016765.48
2011/01/04,1743232.05
2011/02/01,1131121.73
2011/03/01,1024761.43
2011/04/01,54227.32
2011/05/03,2958922.57
2011/06/01,659314.52
2011/07/01,647878.62
2011/08/01,1005795.3
2011/09/01,713952.95
2011/10/10,735929.25
2011/11/01,433686.68
2011/12/01,419539.64
2012/01/04,284235.93
2012/02/01,357540.19
2012/03/01,491726.27
2012/04/05,280045.94
2012/05/02,300701.05
2012/06/01,307811.2
2012/07/02,661987.55
2012/08/01,564294.96
2012/09/03,764918.75
2012/10/08,3903593.17
2012/11/01,1.477848409E7
2012/12/03,5311671.0
2013/01/04,7730366.25
2013/02/01,4755084.13
2013/03/01,6239865.76
2013/04/01,2477477.94
2013/05/02,3504170.77
2013/06/03,3575846.47
2013/07/01,7538583.09
2013/08/01,9082822.5
2013/09/02,1.081521042E7
2013/10/08,7007239.83
2013/11/01,4299221.81
2013/12/02,3811543.14
2014/01/02,3649399.0
2014/02/07,6492757.06
2014/03/03,5035755.1
2014/04/01,0.0
2014/05/05,0.0
2014/06/03,0.0
2014/07/01,2.499488022E7
2014/08/01,5.652828152E7
2014/09/01,3.083602076E7
2014/10/08,1.288190011E7
2014/11/03,3.53145927E7
2014/12/01,1.50885243E7
2015/01/05,2.94607469E7
2015/02/02,3.263693107E7
2015/03/02,6.975206832E7
2015/04/01,6.459294657E7
2015/05/04,8.471024995E7
2015/06/01,1.0831708919E8
2015/07/01,7.358134291E7
2015/08/03,7.151468129E7
2015/09/01,0.0
2015/10/08,0.0
2015/11/02,0.0
2015/12/01,0.0
2016/01/04,0.0
2016/02/01,0.0
2016/03/01,6.685362883E7
2016/04/01,5.769053495E7
2016/05/03,5.008150071E7
2016/06/01,7.107326067E7
