Date,SZ002002.Volume
2004/06/25,9335525.0
2004/07/01,3937731.64
2004/08/02,1740448.86
2004/09/01,3247588.14
2004/10/08,2806728.13
2004/11/01,1453637.73
2004/12/01,517362.48
2005/01/04,523341.35
2005/02/01,971553.15
2005/03/01,535704.13
2005/04/01,573593.67
2005/05/09,466962.94
2005/06/01,2005636.18
2005/07/01,934464.52
2005/08/01,1738327.87
2005/09/01,1306858.64
2005/10/10,1038052.25
2005/11/01,1851368.64
2005/12/01,2964259.05
2006/01/04,2130637.94
2006/02/06,1058778.35
2006/03/01,938829.09
2006/04/03,1714266.95
2006/05/08,3056364.33
2006/06/01,2454702.77
2006/07/03,1477851.48
2006/08/01,1325437.43
2006/09/01,826306.14
2006/10/09,776385.12
2006/11/01,822105.5
2006/12/01,1043767.62
2007/01/04,2379915.25
2007/02/01,3429249.87
2007/03/01,3449551.14
2007/04/02,3835173.86
2007/05/08,3897432.78
2007/06/01,5498689.48
2007/07/02,4317670.14
2007/08/01,5225680.3
2007/09/03,4322558.55
2007/10/08,1594623.33
2007/11/01,1283501.14
2007/12/03,0.0
2008/01/02,0.0
2008/02/01,0.0
2008/03/03,0.0
2008/04/01,0.0
2008/05/05,0.0
2008/06/02,1245516.25
2008/07/01,1602333.91
2008/08/01,1008075.19
2008/09/01,764510.53
2008/10/06,1844367.8
2008/11/03,1428720.8
2008/12/01,458290.87
2009/01/05,4646245.87
2009/02/02,4858565.15
2009/03/02,2754402.68
2009/04/01,4122402.19
2009/05/04,3111240.61
2009/06/01,3908240.23
2009/07/01,3625481.52
2009/08/03,1668070.81
2009/09/01,1634970.73
2009/10/09,5595793.94
2009/11/02,3791063.38
2009/12/01,2169651.52
2010/01/04,2649227.9
2010/02/01,3661827.0
2010/03/01,1567421.09
2010/04/01,3009237.05
2010/05/04,1676110.4
2010/06/01,1103933.74
2010/07/01,1459480.36
2010/08/02,1966597.36
2010/09/01,3110866.21
2010/10/08,3219138.0
2010/11/01,3638515.41
2010/12/01,1637173.74
2011/01/04,1896859.15
2011/02/01,1974829.47
2011/03/01,3403741.17
2011/04/01,4120262.58
2011/05/03,2798703.52
2011/06/01,1811680.67
2011/07/01,4342159.62
2011/08/01,2250658.17
2011/09/01,2294384.62
2011/10/10,0.0
2011/11/01,0.0
2011/12/01,0.0
2012/01/04,0.0
2012/02/01,0.0
2012/03/01,0.0
2012/04/05,3785548.41
2012/05/02,2058241.59
2012/06/01,2067519.1
2012/07/02,830081.59
2012/08/01,1357981.74
2012/09/03,816613.45
2012/10/08,856054.28
2012/11/01,603232.05
2012/12/03,1310497.43
2013/01/04,2656736.55
2013/02/01,1780886.73
2013/03/01,2185158.76
2013/04/01,1917646.72
2013/05/02,1851657.14
2013/06/03,1802280.82
2013/07/01,943714.7
2013/08/01,1186161.41
2013/09/02,1382775.47
2013/10/08,2747517.33
2013/11/01,1513825.19
2013/12/02,1161813.0
2014/01/02,832818.52
2014/02/07,1953415.25
2014/03/03,1354539.14
2014/04/01,2877944.29
2014/05/05,1137739.5
2014/06/03,860533.0
2014/07/01,2656999.39
2014/08/01,6041146.14
2014/09/01,6165228.1
2014/10/08,5397316.78
2014/11/03,3250076.15
2014/12/01,8421817.48
2015/01/05,7537020.1
2015/02/02,7527245.6
2015/03/02,8555835.91
2015/04/01,1.390897367E7
2015/05/04,1.566705025E7
2015/06/01,1.555205348E7
2015/07/01,0.0
2015/08/03,0.0
2015/09/01,0.0
2015/10/08,0.0
2015/11/02,4.215984848E7
2015/12/01,1.568277596E7
2016/01/04,1.44293313E7
2016/02/01,1.548989238E7
2016/03/01,1.385170239E7
2016/04/01,2.66515466E7
2016/05/03,1.087120262E7
2016/06/01,1.259206489E7
