Date,SH600683.Volume
2001/08/08,163566.67
2001/09/03,254250.0
2001/10/08,257811.11
2001/11/01,187222.73
2001/12/03,280614.29
2002/01/04,492135.0
2002/02/01,559290.0
2002/03/01,785652.38
2002/04/01,290886.36
2002/05/08,262572.22
2002/06/03,842950.0
2002/07/01,374643.48
2002/08/01,321404.55
2002/09/02,664095.0
2002/10/08,390966.67
2002/11/01,256523.81
2002/12/02,466895.45
2003/01/02,402065.0
2003/02/10,574120.0
2003/03/03,403833.33
2003/04/01,1337831.82
2003/05/12,874260.0
2003/06/02,568333.33
2003/07/01,742917.39
2003/08/01,286242.86
2003/09/01,546273.09
2003/10/08,577389.17
2003/11/03,2872219.35
2003/12/01,1489972.39
2004/01/02,1390435.38
2004/02/02,2371133.1
2004/03/01,1262581.17
2004/04/01,818416.18
2004/05/10,776462.5
2004/06/01,1558204.55
2004/07/01,619368.41
2004/08/02,293362.73
2004/09/01,969516.36
2004/10/08,1920581.5
2004/11/01,783201.18
2004/12/01,1028650.39
2005/01/04,1736067.55
2005/02/01,2132381.77
2005/03/01,1206303.22
2005/04/01,1111990.14
2005/05/09,361260.82
2005/06/01,1492128.23
2005/07/01,1412525.1
2005/08/01,2678354.7
2005/09/01,2143864.91
2005/10/10,1130779.81
2005/11/01,702018.59
2005/12/01,871835.55
2006/01/04,1257872.19
2006/02/06,1381728.24
2006/03/01,1155252.09
2006/04/03,2912810.05
2006/05/08,3633783.0
2006/06/01,1698499.73
2006/07/03,4868481.48
2006/08/01,2896239.39
2006/09/01,3086573.9
2006/10/09,2562694.24
2006/11/01,1938485.73
2006/12/01,2731027.76
2007/01/04,9343164.3
2007/02/01,6863493.27
2007/03/01,9125493.18
2007/04/02,1.173518981E7
2007/05/08,1.041893172E7
2007/06/01,1.021895424E7
2007/07/02,9221356.68
2007/08/01,1.49402853E7
2007/09/03,8681585.05
2007/10/08,9206978.94
2007/11/01,9639368.68
2007/12/03,5760183.05
2008/01/02,6817223.82
2008/02/01,6680741.75
2008/03/03,4508717.29
2008/04/01,4040680.33
2008/05/05,2764617.05
2008/06/02,3082842.8
2008/07/01,3088839.78
2008/08/01,1110879.1
2008/09/01,1497034.89
2008/10/06,1196602.75
2008/11/03,4238388.1
2008/12/01,4153673.3
2009/01/05,3948562.73
2009/02/02,7307834.2
2009/03/02,4384523.27
2009/04/01,7975978.95
2009/05/04,7594785.56
2009/06/01,5912459.86
2009/07/01,1.12730437E7
2009/08/03,4750040.24
2009/09/01,3401267.59
2009/10/09,4360009.44
2009/11/02,6030610.95
2009/12/01,3542025.91
2010/01/04,4073991.25
2010/02/01,5574462.13
2010/03/01,7009679.22
2010/04/01,9127691.0
2010/05/04,6555450.45
2010/06/01,4070953.63
2010/07/01,6993595.05
2010/08/02,6836145.86
2010/09/01,5811773.26
2010/10/08,1.292434631E7
2010/11/01,1.0679804E7
2010/12/01,9002236.48
2011/01/04,3786477.15
2011/02/01,5197661.4
2011/03/01,3.164882604E7
2011/04/01,1.268647632E7
2011/05/03,2.160510557E7
2011/06/01,9258695.14
2011/07/01,8441567.0
2011/08/01,6383812.43
2011/09/01,4637235.62
2011/10/10,3232340.88
2011/11/01,9170389.95
2011/12/01,2718404.18
2012/01/04,3150891.6
2012/02/01,9760134.14
2012/03/01,9352440.59
2012/04/05,1.738196953E7
2012/05/02,1.852187E7
2012/06/01,4256261.05
2012/07/02,3240507.73
2012/08/01,2548715.52
2012/09/03,3370694.65
2012/10/08,3805866.28
2012/11/01,3365251.73
2012/12/03,1.705783976E7
2013/01/04,1.83825616E7
2013/02/01,8464779.13
2013/03/01,5638485.86
2013/04/01,1.501545722E7
2013/05/02,1.423984755E7
2013/06/03,6870823.35
2013/07/01,5660393.3
2013/08/01,5783305.41
2013/09/02,1.120221626E7
2013/10/08,1.271258606E7
2013/11/01,3928208.0
2013/12/02,2205776.23
2014/01/02,2388151.0
2014/02/07,3545082.13
2014/03/03,1.003205876E7
2014/04/01,2.259975076E7
2014/05/05,8000097.9
2014/06/03,1.298493695E7
2014/07/01,1.024644587E7
2014/08/01,1.176865781E7
2014/09/01,1.420307148E7
2014/10/08,1.239523772E7
2014/11/03,1.36373046E7
2014/12/01,1.461843361E7
2015/01/05,8644932.7
2015/02/02,7676994.13
2015/03/02,1.122275227E7
2015/04/01,1.252964495E7
2015/05/04,1.576184115E7
2015/06/01,1.859266548E7
2015/07/01,1.488221465E7
2015/08/03,1.353338838E7
2015/09/01,8728595.45
2015/10/08,9659160.41
2015/11/02,6881315.71
2015/12/01,1.770107361E7
2016/01/04,6848416.65
2016/02/01,5448701.5
2016/03/01,4649290.04
2016/04/01,3381414.2
2016/05/03,3535035.57
2016/06/01,3460604.22
