Date,SZ300246.Volume
2011/07/19,2754033.78
2011/08/01,2170088.91
2011/09/01,1196698.76
2011/10/10,821986.44
2011/11/01,1448583.82
2011/12/01,548437.41
2012/01/04,506997.4
2012/02/01,685082.33
2012/03/01,678265.68
2012/04/05,475522.0
2012/05/02,272485.82
2012/06/01,545994.1
2012/07/02,570190.18
2012/08/01,394471.96
2012/09/03,568621.55
2012/10/08,2668087.0
2012/11/01,2220973.95
2012/12/03,2055525.05
2013/01/04,2207775.5
2013/02/01,1887636.27
2013/03/01,2048648.14
2013/04/01,2008495.28
2013/05/02,2794558.68
2013/06/03,5919076.41
2013/07/01,5771981.96
2013/08/01,3330615.14
2013/09/02,5154070.05
2013/10/08,3317225.39
2013/11/01,2593992.05
2013/12/02,1831696.41
2014/01/02,2441152.62
2014/02/07,4615639.81
2014/03/03,2485809.81
2014/04/01,1415049.29
2014/05/05,2406346.6
2014/06/03,2919599.4
2014/07/01,2890484.43
2014/08/01,2947033.24
2014/09/01,3923214.9
2014/10/08,2480046.44
2014/11/03,3319287.35
2014/12/01,2766865.26
2015/01/05,3209335.45
2015/02/02,4024848.4
2015/03/02,4841832.95
2015/04/01,5621220.86
2015/05/04,6386690.85
2015/06/01,9827424.71
2015/07/01,1.0366706E7
2015/08/03,9004491.29
2015/09/01,7715788.15
2015/10/08,1.097944271E7
2015/11/02,1.196016905E7
2015/12/01,7345562.74
2016/01/04,5407330.5
2016/02/01,3788246.0
2016/03/01,5676831.13
2016/04/01,6487654.85
2016/05/03,5318970.1
2016/06/01,5447770.67
