Date,SZ002123.Volume
2007/03/28,4776650.33
2007/04/02,685985.71
2007/05/08,409164.28
2007/06/01,425655.52
2007/07/02,312835.14
2007/08/01,367259.04
2007/09/03,258089.2
2007/10/08,357642.5
2007/11/01,122018.41
2007/12/03,218107.15
2008/01/02,330682.5
2008/02/01,225191.81
2008/03/03,215150.52
2008/04/01,339941.0
2008/05/05,555099.85
2008/06/02,496613.3
2008/07/01,456668.52
2008/08/01,305635.71
2008/09/01,291667.32
2008/10/06,268406.6
2008/11/03,421503.2
2008/12/01,714032.35
2009/01/05,602848.13
2009/02/02,1389683.45
2009/03/02,1305655.59
2009/04/01,2160171.81
2009/05/04,2841491.5
2009/06/01,2168423.64
2009/07/01,3484321.35
2009/08/03,2770363.29
2009/09/01,2047903.64
2009/10/09,1734587.88
2009/11/02,2276031.0
2009/12/01,1607532.83
2010/01/04,2063132.7
2010/02/01,1149546.73
2010/03/01,1306446.74
2010/04/01,3516217.29
2010/05/04,3467780.0
2010/06/01,3062119.37
2010/07/01,2888758.95
2010/08/02,3576551.32
2010/09/01,3711670.68
2010/10/08,3942095.06
2010/11/01,3851689.36
2010/12/01,1955518.04
2011/01/04,2349876.85
2011/02/01,2099164.0
2011/03/01,2873516.3
2011/04/01,2860907.89
2011/05/03,2465087.1
2011/06/01,2636104.38
2011/07/01,3409193.24
2011/08/01,4539077.7
2011/09/01,1988672.24
2011/10/10,4886717.19
2011/11/01,7080234.73
2011/12/01,2782767.77
2012/01/04,4547173.2
2012/02/01,3748897.43
2012/03/01,3622204.36
2012/04/05,8802137.24
2012/05/02,7478053.77
2012/06/01,8664302.6
2012/07/02,7702484.36
2012/08/01,7511635.43
2012/09/03,8202373.7
2012/10/08,6001960.33
2012/11/01,3976543.95
2012/12/03,8025730.86
2013/01/04,1.07653952E7
2013/02/01,2.07894848E7
2013/03/01,2.159890424E7
2013/04/01,7847913.39
2013/05/02,1.005517041E7
2013/06/03,7056976.71
2013/07/01,7292434.52
2013/08/01,9294403.68
2013/09/02,9813445.84
2013/10/08,1.085118583E7
2013/11/01,5721866.33
2013/12/02,7342119.55
2014/01/02,1.305432514E7
2014/02/07,2.1323204E7
2014/03/03,1.098536595E7
2014/04/01,4975394.05
2014/05/05,3100584.85
2014/06/03,4654603.45
2014/07/01,1.431727939E7
2014/08/01,2.188063352E7
2014/09/01,1.704815971E7
2014/10/08,1.330925922E7
2014/11/03,6445295.15
2014/12/01,1.120823726E7
2015/01/05,0.0
2015/02/02,0.0
2015/03/02,42219.23
2015/04/01,3.042087195E7
2015/05/04,3.277571555E7
2015/06/01,1.806564919E7
2015/07/01,3.535756396E7
2015/08/03,2.824844581E7
2015/09/01,2408268.35
2015/10/08,2.821948541E7
2015/11/02,2.209264052E7
2015/12/01,1.842984691E7
2016/01/04,1.759806905E7
2016/02/01,1.460354494E7
2016/03/01,1.642926635E7
2016/04/01,1.584366355E7
2016/05/03,9857887.29
2016/06/01,1.509394589E7
