Date,SH600487.Close
2003/08/01,12.3
2003/09/01,11.95
2003/10/01,11.22
2003/11/01,9.91
2003/12/01,9.97
2004/01/01,11.3
2004/02/01,12.6
2004/03/01,12.52
2004/04/01,12.58
2004/05/01,11.15
2004/06/01,11.5
2004/07/01,10.19
2004/08/01,8.9
2004/09/01,8.66
2004/10/01,8.63
2004/11/01,9.2
2004/12/01,8.59
2005/01/01,8.37
2005/02/01,8.05
2005/03/01,8.03
2005/04/01,7.28
2005/05/01,6.07
2005/06/01,6.66
2005/07/01,7.14
2005/08/01,6.52
2005/09/01,6.28
2005/10/01,6.36
2005/11/01,6.13
2005/12/01,6.59
2006/01/01,7.46
2006/02/01,7.55
2006/03/01,6.98
2006/04/01,7.56
2006/05/01,8.21
2006/06/01,8.16
2006/07/01,9.72
2006/08/01,8.32
2006/09/01,8.92
2006/10/01,9.96
2006/11/01,10.01
2006/12/01,11.18
2007/01/01,12.89
2007/02/01,14.2
2007/03/01,14.52
2007/04/01,15.5
2007/05/01,16.93
2007/06/01,16.22
2007/07/01,15.49
2007/08/01,16.99
2007/09/01,18.59
2007/10/01,18.33
2007/11/01,18.38
2007/12/01,20.43
2008/01/01,25.43
2008/02/01,25.9
2008/03/01,22.8
2008/04/01,15.42
2008/05/01,16.45
2008/06/01,11.65
2008/07/01,11.58
2008/08/01,9.14
2008/09/01,7.97
2008/10/01,6.62
2008/11/01,7.84
2008/12/01,9.61
2009/01/01,10.62
2009/02/01,12.93
2009/03/01,15.65
2009/04/01,18.13
2009/05/01,19.31
2009/06/01,19.56
2009/07/01,22.38
2009/08/01,22.46
2009/09/01,22.6
2009/10/01,25.39
2009/11/01,28.76
2009/12/01,30.41
2010/01/01,35.12
2010/02/01,32.78
2010/03/01,33.57
2010/04/01,35.65
2010/05/01,27.86
2010/06/01,28.6
2010/07/01,26.5
2010/08/01,28.5
2010/09/01,32.42
2010/10/01,31.51
2010/11/01,35.65
2010/12/01,39.87
2011/01/01,34.12
2011/02/01,36.07
2011/03/01,34.16
2011/04/01,30.61
2011/05/01,27.83
2011/06/01,25.16
2011/07/01,27.73
2011/08/01,27.02
2011/09/01,23.72
2011/10/01,22.2
2011/11/01,23.76
2011/12/01,17.98
2012/01/01,17.09
2012/02/01,19.38
2012/03/01,21.75
2012/04/01,20.77
2012/05/01,21.33
2012/06/01,20.32
2012/07/01,18.46
2012/08/01,19.7
2012/09/01,20.54
2012/10/01,20.36
2012/11/01,19.07
2012/12/01,19.11
2013/01/01,23.5
2013/02/01,24.3
2013/03/01,25.0
2013/04/01,22.86
2013/05/01,22.08
2013/06/01,20.52
2013/07/01,18.48
2013/08/01,18.23
2013/09/01,18.61
2013/10/01,18.33
2013/11/01,19.2
2013/12/01,21.42
2014/01/01,20.2
2014/02/01,21.11
2014/03/01,21.01
2014/04/01,21.65
2014/05/01,18.87
2014/06/01,13.97
2014/07/01,15.3
2014/08/01,16.73
2014/09/01,18.0
2014/10/01,18.3
2014/11/01,18.95
2014/12/01,18.95
2015/01/01,19.97
2015/02/01,20.16
2015/03/01,22.06
2015/04/01,25.64
2015/05/01,28.49
2015/06/01,41.41
2015/07/01,34.61
2015/08/01,32.2
2015/09/01,22.24
2015/10/01,11.35
2015/11/01,12.88
2015/12/01,14.69
2016/01/01,12.03
2016/02/01,11.1
2016/03/01,11.06
2016/04/01,12.13
2016/05/01,11.97
2016/06/01,12.2
