Date,SZ002421.Close
2010/06/01,35.89
2010/07/01,31.07
2010/08/01,33.25
2010/09/01,34.92
2010/10/01,33.06
2010/11/01,34.35
2010/12/01,34.9
2011/01/01,33.17
2011/02/01,31.62
2011/03/01,30.82
2011/04/01,28.58
2011/05/01,18.8
2011/06/01,18.82
2011/07/01,20.28
2011/08/01,21.72
2011/09/01,19.48
2011/10/01,18.37
2011/11/01,20.68
2011/12/01,17.98
2012/01/01,14.63
2012/02/01,15.81
2012/03/01,17.42
2012/04/01,15.35
2012/05/01,17.95
2012/06/01,19.33
2012/07/01,20.95
2012/08/01,24.08
2012/09/01,26.37
2012/10/01,18.56
2012/11/01,13.76
2012/12/01,14.55
2013/01/01,16.53
2013/02/01,17.44
2013/03/01,17.99
2013/04/01,18.78
2013/05/01,19.76
2013/06/01,18.15
2013/07/01,17.41
2013/08/01,18.86
2013/09/01,19.23
2013/10/01,18.68
2013/11/01,17.54
2013/12/01,17.88
2014/01/01,17.92
2014/02/01,18.71
2014/03/01,21.11
2014/04/01,22.33
2014/05/01,22.24
2014/06/01,25.0
2014/07/01,27.08
2014/08/01,30.51
2014/09/01,31.42
2014/10/01,30.72
2014/11/01,31.23
2014/12/01,28.86
2015/01/01,29.53
2015/02/01,29.68
2015/03/01,29.68
2015/04/01,29.68
2015/05/01,33.54
2015/06/01,29.43
2015/07/01,15.92
2015/08/01,16.59
2015/09/01,13.41
2015/10/01,16.57
2015/11/01,18.91
2015/12/01,22.0
2016/01/01,15.9
2016/02/01,14.68
2016/03/01,15.14
2016/04/01,16.81
2016/05/01,15.34
2016/06/01,15.14
