Date,SH600188.Close
2001/08/08,11.02
2001/09/03,10.19
2001/10/08,9.61
2001/11/01,10.08
2001/12/03,10.53
2002/01/04,9.55
2002/02/01,9.94
2002/03/01,10.12
2002/04/01,10.32
2002/05/08,9.83
2002/06/03,9.78
2002/07/01,10.57
2002/08/01,10.26
2002/09/02,9.97
2002/10/08,9.66
2002/11/01,9.15
2002/12/02,8.4
2003/01/02,8.49
2003/02/10,9.07
2003/03/03,8.73
2003/04/01,9.32
2003/05/12,9.54
2003/06/02,9.45
2003/07/01,8.9
2003/08/01,8.19
2003/09/01,7.89
2003/10/08,8.22
2003/11/03,8.56
2003/12/01,10.25
2004/01/02,11.59
2004/02/02,12.25
2004/03/01,14.04
2004/04/01,14.72
2004/05/10,13.13
2004/06/01,13.64
2004/07/01,14.69
2004/08/02,13.17
2004/09/01,13.12
2004/10/08,14.44
2004/11/01,14.05
2004/12/01,13.26
2005/01/04,11.95
2005/02/01,13.21
2005/03/01,12.63
2005/04/01,12.07
2005/05/09,10.71
2005/06/01,10.15
2005/07/01,9.12
2005/08/01,6.68
2005/09/01,6.52
2005/10/10,6.5
2005/11/01,5.25
2005/12/01,5.71
2006/01/04,6.45
2006/02/06,7.11
2006/03/01,7.27
2006/04/03,6.46
2006/05/08,7.53
2006/06/01,7.27
2006/07/03,7.14
2006/08/01,6.03
2006/09/01,6.18
2006/10/09,6.27
2006/11/01,6.24
2006/12/01,6.86
2007/01/04,7.79
2007/02/01,8.35
2007/03/01,9.12
2007/04/02,10.65
2007/05/08,15.02
2007/06/01,14.58
2007/07/02,16.68
2007/08/01,19.59
2007/09/03,21.77
2007/10/08,23.76
2007/11/01,19.74
2007/12/03,20.75
2008/01/02,22.22
2008/02/01,19.72
2008/03/03,20.0
2008/04/01,17.45
2008/05/05,24.69
2008/06/02,20.97
2008/07/01,19.96
2008/08/01,15.02
2008/09/01,11.94
2008/10/06,9.14
2008/11/03,8.86
2008/12/01,9.47
2009/01/05,9.4
2009/02/02,11.04
2009/03/02,11.4
2009/04/01,14.68
2009/05/04,15.26
2009/06/01,15.27
2009/07/01,18.26
2009/08/03,19.15
2009/09/01,17.23
2009/10/09,19.01
2009/11/02,21.3
2009/12/01,23.52
2010/01/04,22.49
2010/02/01,20.06
2010/03/01,19.86
2010/04/01,21.97
2010/05/04,20.27
2010/06/01,18.26
2010/07/01,17.11
2010/08/02,18.09
2010/09/01,18.15
2010/10/08,27.58
2010/11/01,28.65
2010/12/01,28.03
2011/01/04,26.62
2011/02/01,27.21
2011/03/01,31.87
2011/04/01,35.93
2011/05/03,32.3
2011/06/01,33.63
2011/07/01,34.56
2011/08/01,31.1
2011/09/01,28.39
2011/10/10,27.39
2011/11/01,27.98
2011/12/01,22.88
2012/01/04,23.66
2012/02/01,24.9
2012/03/01,24.82
2012/04/05,23.18
2012/05/02,23.54
2012/06/01,21.03
2012/07/02,18.93
2012/08/01,18.55
2012/09/03,18.0
2012/10/08,18.53
2012/11/01,17.1
2012/12/03,17.07
2013/01/04,18.11
2013/02/01,18.45
2013/03/01,17.97
2013/04/01,16.23
2013/05/02,14.51
2013/06/03,11.96
2013/07/01,9.68
2013/08/01,10.44
2013/09/02,10.59
2013/10/08,10.61
2013/11/01,9.94
2013/12/02,9.53
2014/01/02,7.77
2014/02/07,7.32
2014/03/03,6.3
2014/04/01,6.34
2014/05/05,6.93
2014/06/03,6.76
2014/07/01,6.98
2014/08/01,7.7
2014/09/01,8.47
2014/10/08,8.73
2014/11/03,9.25
2014/12/01,12.59
2015/01/05,14.26
2015/02/02,12.93
2015/03/02,13.9
2015/04/01,16.1
2015/05/04,15.08
2015/06/01,16.52
2015/07/01,11.11
2015/08/03,11.11
2015/09/01,9.12
2015/10/08,9.64
2015/11/02,9.99
2015/12/01,9.65
2016/01/04,8.83
2016/02/01,8.82
2016/03/01,10.67
2016/04/01,10.85
2016/05/03,9.38
2016/06/01,9.25
