Date,SH601169.Close
2008/01/01,9.12
2008/01/02,9.12
2008/01/03,7.36
2008/02/01,7.77
2008/02/02,7.52
2008/02/03,6.8
2008/03/01,6.69
2008/03/02,5.865
2008/03/03,5.6
2008/04/01,5.93
2008/04/02,5.7
2008/04/03,6.72
2008/05/01,6.68
2008/05/02,6.88
2008/05/03,6.22
2008/06/01,6.14
2008/06/02,5.33
2008/06/03,5.85
2008/07/01,5.46
2008/07/02,5.24
2008/07/03,5.245
2008/08/01,4.97
2008/08/02,3.785
2008/08/03,3.49
2008/09/01,3.155
2008/09/02,2.455
2008/09/03,2.81
2008/10/01,2.46
2008/10/02,2.865
2008/10/03,2.75
2008/11/01,2.95
2008/11/02,3.36
2008/11/03,2.975
2008/12/01,3.16
2008/12/02,3.36
2008/12/03,3.25
2009/01/01,3.33
2009/01/02,3.61
2009/01/03,3.93
2009/02/01,4.06
2009/02/02,4.2
2009/02/03,4.02
2009/03/01,4.1
2009/03/02,4.275
2009/03/03,4.64
2009/04/01,4.83
2009/04/02,4.895
2009/04/03,4.685
2009/05/01,4.98
2009/05/02,5.27
2009/05/03,5.07
2009/06/01,5.715
2009/06/02,6.18
2009/06/03,6.65
2009/07/01,6.885
2009/07/02,7.03
2009/07/03,7.5
2009/08/01,7.385
2009/08/02,6.755
2009/08/03,6.57
2009/09/01,6.985
2009/09/02,7.49
2009/09/03,7.25
2009/10/01,7.72
2009/10/02,7.82
2009/10/03,7.815
2009/11/01,7.91
2009/11/02,8.02
2009/11/03,7.835
2009/12/01,7.78
2009/12/02,8.195
2009/12/03,7.97
2010/01/01,7.85
2010/01/02,6.89
2010/01/03,6.9
2010/02/01,6.52
2010/02/02,6.62
2010/02/03,6.57
2010/03/01,6.935
2010/03/02,6.93
2010/03/03,6.905
2010/04/01,7.05
2010/04/02,6.75
2010/04/03,5.61
2010/05/01,5.6
2010/05/02,5.48
2010/05/03,5.49
2010/06/01,5.03
2010/06/02,4.84
2010/06/03,5.065
2010/07/01,5.06
2010/07/02,5.43
2010/07/03,5.78
2010/08/01,5.68
2010/08/02,5.505
2010/08/03,5.25
2010/09/01,5.25
2010/09/02,4.795
2010/09/03,4.72
2010/10/01,5.03
2010/10/02,5.74
2010/10/03,5.75
2010/11/01,5.815
2010/11/02,5.06
2010/11/03,4.89
2010/12/01,4.84
2010/12/02,4.765
2010/12/03,4.66
2011/01/01,4.7
2011/01/02,4.75
2011/01/03,4.68
2011/02/01,4.71
2011/02/02,4.86
2011/02/03,4.67
2011/03/01,4.92
2011/03/02,4.765
2011/03/03,4.85
2011/04/01,5.09
2011/04/02,4.985
2011/04/03,4.85
2011/05/01,4.595
