证券代码,证券简称,交易日期,交易所,昨日收盘,今日开盘,成交数量,最高成交,最低成交,最近成交,总笔数,涨跌幅,成交金额
"	002400",省广股份,2015-01-05,深交所,21.67,21.67,11264570,21.9,20.85,21.37,12504,-1.3844,240357041.63
"	002400",省广股份,2015-01-06,深交所,21.37,21.25,18367172,23.51,21,23.1,23237,8.0955,415875622.85
"	002400",省广股份,2015-01-07,深交所,23.1,22.91,7271797,23.21,22.48,22.61,10297,-2.1212,165601125.36
"	002400",省广股份,2015-01-08,深交所,22.61,22.56,9952397,23.19,22.22,22.75,10901,0.6192,227620426.42
"	002400",省广股份,2015-01-09,深交所,22.75,22.63,16711569,24.3,22.61,23.2,15474,1.978,394617034.69
"	002400",省广股份,2015-01-12,深交所,23.2,23.12,20126756,25,23.08,24.75,16949,6.681,492281470.08
"	002400",省广股份,2015-01-13,深交所,24.75,24.79,21990919,27.2,24.75,25.98,17114,4.9697,568330455.06
"	002400",省广股份,2015-01-14,深交所,25.98,26,10514114,26.81,25.4,25.97,9417,-0.0385,272861769.96
"	002400",省广股份,2015-01-15,深交所,25.97,25.8,6279802,25.8,25.01,25.56,8697,-1.5787,159298629.61
"	002400",省广股份,2015-01-16,深交所,25.56,25.44,10391061,26.81,25.1,26.43,9284,3.4038,271437297.19
"	002400",省广股份,2015-01-19,深交所,26.43,25.59,28798822,29.07,25.18,27.44,21340,3.8214,802311085.5
"	002400",省广股份,2015-01-20,深交所,27.44,27.71,16434237,28.45,27.2,28.14,13324,2.551,457595011.83
"	002400",省广股份,2015-01-21,深交所,28.14,28.45,15275669,28.6,27.46,28.01,13623,-0.462,425156975.91
"	002400",省广股份,2015-01-22,深交所,28.01,28,15613955,28.65,27.37,27.47,12970,-1.9279,434805020.51
"	002400",省广股份,2015-01-23,深交所,27.47,27.62,12470200,28,26.68,26.72,13970,-2.7303,341337645.43
"	002400",省广股份,2015-01-26,深交所,26.72,26.8,8227199,27.66,26.8,27.24,8883,1.9461,224373649.81
"	002400",省广股份,2015-01-27,深交所,27.24,27.22,19947941,27.43,25.78,26.56,19767,-2.4963,528570419.09
"	002400",省广股份,2015-01-28,深交所,26.56,26.49,13003122,27.18,25.9,26.78,14219,0.8283,346463532.21
"	002400",省广股份,2015-01-29,深交所,26.78,26.83,8858047,27.1,26.1,26.1,13369,-2.5392,235854460.53
"	002400",省广股份,2015-01-30,深交所,26.1,26.22,7976384,26.56,25.75,26.09,8883,-0.0383,207801895.46
"	002400",省广股份,2015-02-02,深交所,26.09,25.81,9699199,26.34,25.7,26.09,8355,0,252265351.51
"	002400",省广股份,2015-02-03,深交所,26.09,26.31,20917425,28.1,26.31,27.88,21892,6.8609,576645722.92
