证券代码,证券简称,交易日期,交易所,昨日收盘,今日开盘,成交数量,最高成交,最低成交,最近成交,总笔数,涨跌幅,成交金额
"	300620",N光库,2017-03-10,深交所,11.43,14.95,2300,16.46,14.95,16.46,6,44.007,37702
"	300620",光库科技,2017-03-13,深交所,16.46,18.11,1200,18.11,18.11,18.11,3,10.0243,21732
"	300620",光库科技,2017-03-14,深交所,18.11,19.92,1000,19.92,19.92,19.92,2,9.9945,19920
"	300620",光库科技,2017-03-15,深交所,19.92,21.91,800,21.91,21.91,21.91,2,9.99,17528
"	300620",光库科技,2017-03-16,深交所,21.91,24.1,2000,24.1,24.1,24.1,7,9.9954,48200
"	300620",光库科技,2017-03-17,深交所,24.1,26.51,2500,26.51,26.51,26.51,6,10,66275
"	300620",光库科技,2017-03-20,深交所,26.51,29.16,1200,29.16,29.16,29.16,4,9.9962,34992
"	300620",光库科技,2017-03-21,深交所,29.16,32.08,5007,32.08,32.08,32.08,12,10.0137,160624.56
"	300620",光库科技,2017-03-22,深交所,32.08,35.29,4952,35.29,35.29,35.29,16,10.0062,174756.08
"	300620",光库科技,2017-03-23,深交所,35.29,38.82,4242,38.82,38.82,38.82,15,10.0028,164674.44
"	300620",光库科技,2017-03-24,深交所,38.82,42.7,24007,42.7,42.7,42.7,85,9.9948,1025098.9
"	300620",光库科技,2017-03-27,深交所,42.7,46.97,17428,46.97,46.97,46.97,51,10,818593.16
"	300620",光库科技,2017-03-28,深交所,46.97,51.67,43186,51.67,51.67,51.67,139,10.0064,2231420.62
"	300620",光库科技,2017-03-29,深交所,51.67,56.84,72156,56.84,56.84,56.84,239,10.0058,4101347.04
"	300620",光库科技,2017-03-30,深交所,56.84,62.52,13572757,62.52,59,62.52,46626,9.993,830931530.82
"	300620",光库科技,2017-03-31,深交所,62.52,61.01,8936270,62,56.27,56.27,23820,-9.9968,525495279.2
"	300620",光库科技,2017-04-05,深交所,56.27,52,5674095,54.94,50.69,53.52,14756,-4.8872,299477333
"	300620",光库科技,2017-04-06,深交所,53.52,53.4,5159875,57.3,53.12,54.7,12686,2.2048,285569886.96
"	300620",光库科技,2017-04-07,深交所,54.7,54.01,3767045,55.68,52.1,52.12,10640,-4.7166,202292847.07
"	300620",光库科技,2017-04-10,深交所,52.12,51,4616628,51.19,46.97,46.98,11917,-9.8619,225959145.09
"	300620",光库科技,2017-04-11,深交所,46.98,47.48,2874397,48.44,46.7,48.24,7013,2.682,137068239.24
"	300620",光库科技,2017-04-12,深交所,48.24,48.2,2003939,48.46,47.1,47.24,4774,-2.073,95629114.02
"	300620",光库科技,2017-04-13,深交所,47.24,47.4,1434633,48.3,47.12,47.55,3838,0.6562,68555943.38
"	300620",光库科技,2017-04-14,深交所,47.55,46.85,1480319,46.95,46.01,46.3,3956,-2.6288,68810783.56
"	300620",光库科技,2017-04-17,深交所,46.3,42.55,2763018,43.4,41.67,41.67,6548,-10,116868649.98
