Date,SZ002438.Volume
2010/06/23,5955703.5
2010/07/01,2398228.5
2010/08/02,2266035.5
2010/09/01,2118210.0
2010/10/08,2284481.5
2010/11/01,1822703.5
2010/12/01,854160.0
2011/01/04,498584.0
2011/02/01,744429.0
2011/03/01,1180942.0
2011/04/01,723692.0
2011/05/03,451338.0
2011/06/01,539910.0
2011/07/01,757624.0
2011/08/01,2454857.0
2011/09/01,1075903.0
2011/10/10,2369694.0
2011/11/01,1654651.0
2011/12/01,850720.5
2012/01/04,991364.0
2012/02/01,1683305.0
2012/03/01,2027324.5
2012/04/05,1342220.0
2012/05/02,3586233.5
2012/06/01,3612994.5
2012/07/02,2040809.5
2012/08/01,1682179.0
2012/09/03,2673954.0
2012/10/08,3561394.0
2012/11/01,1236048.5
2012/12/03,1857500.0
2013/01/04,2660604.0
2013/02/01,2822607.0
2013/03/01,1798246.0
2013/04/01,804451.5
2013/05/02,2650649.5
2013/06/03,1688953.0
2013/07/01,1424895.0
2013/08/01,1856859.0
2013/09/02,1409679.0
2013/10/08,1959757.5
2013/11/01,2646928.0
2013/12/02,1594958.5
2014/01/02,3206010.0
2014/02/07,3203436.0
2014/03/03,3775738.0
2014/04/01,2714052.0
2014/05/05,1096316.0
2014/06/03,2763282.0
2014/07/01,2979151.0
2014/08/01,3266842.0
2014/09/01,4078655.0
2014/10/08,2879691.0
2014/11/03,8738661.5
2014/12/01,4753509.0
2015/01/05,1.25948575E7
2015/02/02,5242883.0
2015/03/02,9308777.0
2015/04/01,1.3325241E7
2015/05/04,6583087.0
2015/06/01,0.0
2015/07/01,0.0
2015/08/03,0.0
2015/09/01,239900.0
2015/10/08,1.4962885E7
2015/11/02,1.1542747E7
2015/12/01,1.025241E7
2016/01/04,5187615.0
2016/02/01,4990962.5
2016/03/01,4503892.0
2016/04/01,4277253.0
2016/05/03,2992372.0
2016/06/01,5089780.0
