Date,SZ002041.Volume
2005/04/18,2697361.5
2005/05/09,712962.0
2005/06/01,683113.0
2005/07/01,640529.0
2005/08/01,885133.0
2005/09/01,509881.5
2005/10/10,0.0
2005/11/01,0.0
2005/12/01,567552.0
2006/01/04,803971.5
2006/02/06,1003173.0
2006/03/01,523135.0
2006/04/03,1273227.0
2006/05/08,2027942.5
2006/06/01,3313506.0
2006/07/03,3211299.0
2006/08/01,2093773.0
2006/09/01,1333651.0
2006/10/09,1271237.0
2006/11/01,3121284.0
2006/12/01,2777252.0
2007/01/04,4123872.5
2007/02/01,3833120.0
2007/03/01,4168646.0
2007/04/02,4565312.0
2007/05/08,4966211.0
2007/06/01,3516966.0
2007/07/02,1627797.5
2007/08/01,2052127.0
2007/09/03,2148861.0
2007/10/08,1146113.5
2007/11/01,523974.5
2007/12/03,1075073.0
2008/01/02,4192365.5
2008/02/01,7613991.0
2008/03/03,3266896.0
2008/04/01,3433635.0
2008/05/05,1.17714625E7
2008/06/02,1.2882798E7
2008/07/01,1.0614999E7
2008/08/01,9142920.0
2008/09/01,6992035.0
2008/10/06,4882954.0
2008/11/03,7253938.0
2008/12/01,5853608.0
2009/01/05,3921958.0
2009/02/02,7398908.5
2009/03/02,6323460.5
2009/04/01,5979642.0
2009/05/04,2693179.0
2009/06/01,2310118.0
2009/07/01,3859830.0
2009/08/03,6434953.0
2009/09/01,5690176.0
2009/10/09,2991152.5
2009/11/02,3892904.0
2009/12/01,2230456.0
2010/01/04,2555476.5
2010/02/01,1584600.0
2010/03/01,1697961.0
2010/04/01,3101991.0
2010/05/04,2685793.5
2010/06/01,1538196.0
2010/07/01,1615506.5
2010/08/02,2239656.5
2010/09/01,1517836.0
2010/10/08,2425206.5
2010/11/01,1625523.5
2010/12/01,1331093.0
2011/01/04,1398091.5
2011/02/01,2396060.0
2011/03/01,2587372.0
2011/04/01,3905295.0
2011/05/03,2158471.0
2011/06/01,2547749.0
2011/07/01,4720396.0
2011/08/01,1.6501665E7
2011/09/01,6496791.0
2011/10/10,5483113.0
2011/11/01,6983576.5
2011/12/01,3704336.5
2012/01/04,5025076.0
2012/02/01,7571622.0
2012/03/01,6015077.5
2012/04/05,5001179.0
2012/05/02,3834048.0
2012/06/01,2613209.0
2012/07/02,4859080.5
2012/08/01,3410232.0
2012/09/03,2090580.5
2012/10/08,2929452.5
2012/11/01,2868730.0
2012/12/03,4466674.0
2013/01/04,5365605.5
2013/02/01,4890497.0
2013/03/01,3946443.0
2013/04/01,3339899.5
2013/05/02,6308740.5
2013/06/03,3979466.0
2013/07/01,3324514.0
2013/08/01,3826631.5
2013/09/02,3627323.0
2013/10/08,5102832.5
2013/11/01,2971035.0
2013/12/02,3267952.0
2014/01/02,2842382.0
2014/02/07,3086839.5
2014/03/03,1878717.0
2014/04/01,1246588.0
2014/05/05,1931354.0
2014/06/03,2487835.0
2014/07/01,2082998.0
2014/08/01,2102540.0
2014/09/01,3131121.0
2014/10/08,2467022.0
2014/11/03,2767706.5
2014/12/01,6694786.0
2015/01/05,3398162.5
2015/02/02,2375387.0
2015/03/02,6287040.0
2015/04/01,8396836.0
2015/05/04,1.02967795E7
2015/06/01,1.793575E7
2015/07/01,1.9721998E7
2015/08/03,1.1055118E7
2015/09/01,5045114.0
2015/10/08,8948514.0
2015/11/02,1.5362899E7
2015/12/01,7260555.0
2016/01/04,4753453.0
2016/02/01,4656530.0
2016/03/01,4147775.0
2016/04/01,5816372.0
2016/05/03,5688975.0
2016/06/01,6899864.0
