Date,SZ002421.Volume
2010/06/03,3818507.0
2010/07/01,1287586.5
2010/08/02,1530105.0
2010/09/01,2088416.0
2010/10/08,1351124.0
2010/11/01,1666015.0
2010/12/01,698784.0
2011/01/04,498812.5
2011/02/01,752648.0
2011/03/01,483157.0
2011/04/01,326728.0
2011/05/03,311132.0
2011/06/01,890814.0
2011/07/01,1006535.0
2011/08/01,1359516.0
2011/09/01,383261.0
2011/10/10,683310.0
2011/11/01,930256.0
2011/12/01,571834.5
2012/01/04,845579.0
2012/02/01,1004016.0
2012/03/01,1480539.5
2012/04/05,865835.0
2012/05/02,1754041.0
2012/06/01,868286.5
2012/07/02,864293.5
2012/08/01,992779.0
2012/09/03,550700.5
2012/10/08,932161.0
2012/11/01,1697412.5
2012/12/03,3680180.0
2013/01/04,4061110.5
2013/02/01,3644365.0
2013/03/01,3873619.0
2013/04/01,2727554.5
2013/05/02,3082820.0
2013/06/03,2544768.0
2013/07/01,3819019.0
2013/08/01,4768052.5
2013/09/02,3618092.0
2013/10/08,3107826.0
2013/11/01,2865280.0
2013/12/02,1800053.5
2014/01/02,3956988.0
2014/02/07,0.0
2014/03/03,3787980.0
2014/04/01,2110713.0
2014/05/05,1454013.5
2014/06/03,1948376.5
2014/07/01,2258959.0
2014/08/01,1437713.0
2014/09/01,2148024.0
2014/10/08,2310274.5
2014/11/03,2750218.0
2014/12/01,3804564.0
2015/01/05,0.0
2015/02/02,0.0
2015/03/02,0.0
2015/04/01,0.0
2015/05/04,2.6813742E7
2015/06/01,2.0318939E7
2015/07/01,135260.0
2015/08/03,2.116235E7
2015/09/01,1.39339535E7
2015/10/08,2.1265862E7
2015/11/02,1.9935652E7
2015/12/01,2.005922E7
2016/01/04,1.1810968E7
2016/02/01,8972371.5
2016/03/01,1.3976538E7
2016/04/01,1.2984124E7
2016/05/03,9807562.0
2016/06/01,9601323.0
