Date,SH600000.Volume
2001/08/08,803650.0
2001/09/03,649800.0
2001/10/08,1616300.0
2001/11/01,1027350.0
2001/12/03,905200.0
2002/01/04,1194200.0
2002/02/01,1691250.0
2002/03/01,3469500.0
2002/04/01,1369750.0
2002/05/08,991900.0
2002/06/03,708450.0
2002/07/01,2415900.0
2002/08/01,2120000.0
2002/09/02,2835000.0
2002/10/08,1773200.0
2002/11/01,2089100.0
2002/12/02,1346100.0
2003/01/02,1.761135E7
2003/02/10,8957200.0
2003/03/03,1.40806E7
2003/04/01,2.502505E7
2003/05/12,2.48976E7
2003/06/02,1.01516E7
2003/07/01,6146100.0
2003/08/01,3729600.0
2003/09/01,5993375.0
2003/10/08,6518114.0
2003/11/03,5808547.0
2003/12/01,1.0050617E7
2004/01/02,1.1565225E7
2004/02/02,1.26770235E7
2004/03/01,9587131.0
2004/04/01,8505900.0
2004/05/10,3759300.0
2004/06/01,2905300.0
2004/07/01,3970662.5
2004/08/02,2760085.0
2004/09/01,3700457.0
2004/10/08,5424593.0
2004/11/01,3319865.0
2004/12/01,2873186.0
2005/01/04,4794054.0
2005/02/01,1.2718644E7
2005/03/01,5857911.0
2005/04/01,6307488.0
2005/05/09,3225307.0
2005/06/01,8016066.0
2005/07/01,6385812.0
2005/08/01,7847637.0
2005/09/01,4352119.0
2005/10/10,4956836.5
2005/11/01,3650351.5
2005/12/01,7130242.5
2006/01/04,1.33351125E7
2006/02/06,1.2490317E7
2006/03/01,0.0
2006/04/03,0.0
2006/05/08,2.95279935E7
2006/06/01,1.64042655E7
2006/07/03,9094381.0
2006/08/01,7979602.0
2006/09/01,2.0907818E7
2006/10/09,2.0069153E7
2006/11/01,1.71479655E7
2006/12/01,2.2223575E7
2007/01/04,3.4119391E7
2007/02/01,1.9908988E7
2007/03/01,2.34051665E7
2007/04/02,2.177087E7
2007/05/08,4.4636787E7
2007/06/01,2.7281788E7
2007/07/02,1.29103305E7
2007/08/01,1.8940721E7
2007/09/03,1.5084393E7
2007/10/08,1.5960073E7
2007/11/01,8539006.5
2007/12/03,1.36562475E7
2008/01/02,1.42683585E7
2008/02/01,1.65243085E7
2008/03/03,2.3167434E7
2008/04/01,2.9316094E7
2008/05/05,3.70487305E7
2008/06/02,2.3980382E7
2008/07/01,3.3610233E7
2008/08/01,2.2242363E7
2008/09/01,5.3179503E7
2008/10/06,6.7771343E7
2008/11/03,9.19814E7
2008/12/01,7.8534989E7
2009/01/05,6.1832408E7
2009/02/02,7.55829655E7
2009/03/02,8.1905542E7
2009/04/01,7.1931357E7
2009/05/04,5.0951794E7
2009/06/01,7.6633721E7
2009/07/01,6.8261672E7
2009/08/03,8.7793178E7
2009/09/01,1.140399205E8
2009/10/09,7.64362285E7
2009/11/02,8.3227475E7
2009/12/01,7.6400332E7
2010/01/04,8.15638245E7
2010/02/01,3.7230982E7
2010/03/01,5.2512296E7
2010/04/01,5.4096309E7
2010/05/04,4.8975177E7
2010/06/01,4.3036535E7
2010/07/01,4.8815107E7
2010/08/02,6.26684335E7
2010/09/01,6.3988129E7
2010/10/08,1.43838412E8
2010/11/01,1.01838629E8
2010/12/01,5.7386953E7
2011/01/04,6.1427304E7
2011/02/01,7.6184521E7
2011/03/01,8.3143551E7
2011/04/01,8.5498252E7
2011/05/03,4.2690707E7
2011/06/01,4.9155845E7
2011/07/01,7.7297565E7
2011/08/01,5.3322202E7
2011/09/01,4.222405E7
2011/10/10,5.1038805E7
2011/11/01,3.2181396E7
2011/12/01,3.8507552E7
2012/01/04,6.1778687E7
2012/02/01,5.7740009E7
2012/03/01,5.14721485E7
2012/04/05,5.3826936E7
2012/05/02,6.60390445E7
2012/06/01,5.01065335E7
2012/07/02,4.7605715E7
2012/08/01,4.033451E7
2012/09/03,4.4321003E7
2012/10/08,3.6605481E7
2012/11/01,3.67557215E7
2012/12/03,1.49750877E8
2013/01/04,1.740388175E8
2013/02/01,1.95904902E8
2013/03/01,1.42604467E8
2013/04/01,8.498004E7
2013/05/02,8.1576284E7
2013/06/03,8.318609E7
2013/07/01,7.9489709E7
2013/08/01,1.18101305E8
2013/09/02,4.48493838E8
2013/10/08,2.30669061E8
2013/11/01,1.31116961E8
2013/12/02,9.39818245E7
2014/01/02,7.0757205E7
2014/02/07,1.10236147E8
2014/03/03,1.17957984E8
2014/04/01,1.41231411E8
2014/05/05,7.1057768E7
2014/06/03,6.2345855E7
2014/07/01,5.8461216E7
2014/08/01,9.7201687E7
2014/09/01,1.21763013E8
2014/10/08,1.319992015E8
2014/11/03,2.629697365E8
2014/12/01,4.99627853E8
2015/01/05,3.41270591E8
2015/02/02,1.86547522E8
2015/03/02,3.164437895E8
2015/04/01,4.20766743E8
2015/05/04,2.52087429E8
2015/06/01,2.71649032E8
2015/07/01,2.46095094E8
2015/08/03,1.20892083E8
2015/09/01,1.25130574E8
2015/10/08,4.4297812E7
2015/11/02,1.02543449E8
2015/12/01,6.3430576E7
2016/01/04,4.32659585E7
2016/02/01,0.0
2016/03/01,2.4521696E7
2016/04/01,2.57703655E7
2016/05/03,1.4080659E7
2016/06/01,1.8003512E7
