Date,SH600566.Volume
2001/08/22,4358200.0
2001/09/03,802100.0
2001/10/08,920100.0
2001/11/01,524250.0
2001/12/03,381600.0
2002/01/04,619050.0
2002/02/01,662200.0
2002/03/01,797400.0
2002/04/01,309350.0
2002/05/08,226700.0
2002/06/03,156950.0
2002/07/01,139300.0
2002/08/01,79750.0
2002/09/02,83800.0
2002/10/08,110450.0
2002/11/01,358000.0
2002/12/02,208500.0
2003/01/02,312650.0
2003/02/10,338200.0
2003/03/03,226900.0
2003/04/01,481600.0
2003/05/12,374700.0
2003/06/02,356400.0
2003/07/01,92800.0
2003/08/01,49500.0
2003/09/01,29407.5
2003/10/08,66175.0
2003/11/03,2399134.5
2003/12/01,921833.0
2004/01/02,997331.0
2004/02/02,1512722.5
2004/03/01,594999.0
2004/04/01,537600.0
2004/05/10,160700.0
2004/06/01,148350.0
2004/07/01,125590.5
2004/08/02,76196.0
2004/09/01,100664.0
2004/10/08,292259.0
2004/11/01,144056.0
2004/12/01,68500.0
2005/01/04,72451.5
2005/02/01,173335.0
2005/03/01,193963.0
2005/04/01,129049.0
2005/05/09,118600.0
2005/06/01,305394.5
2005/07/01,184087.0
2005/08/01,490902.0
2005/09/01,637381.5
2005/10/10,448297.0
2005/11/01,339119.0
2005/12/01,264200.0
2006/01/04,580602.0
2006/02/06,427799.0
2006/03/01,0.0
2006/04/03,922744.0
2006/05/08,2903975.5
2006/06/01,885494.0
2006/07/03,988115.0
2006/08/01,533665.0
2006/09/01,829227.0
2006/10/09,1579714.0
2006/11/01,602267.5
2006/12/01,1265940.0
2007/01/04,3353821.0
2007/02/01,3975475.0
2007/03/01,3592324.5
2007/04/02,4409474.0
2007/05/08,6040697.0
2007/06/01,4446510.0
2007/07/02,1555608.0
2007/08/01,2386208.0
2007/09/03,2841395.0
2007/10/08,1078959.5
2007/11/01,702230.5
2007/12/03,1059803.5
2008/01/02,1525968.0
2008/02/01,6184621.5
2008/03/03,2263697.0
2008/04/01,1519017.0
2008/05/05,2168073.0
2008/06/02,1961033.0
2008/07/01,1533264.0
2008/08/01,926959.0
2008/09/01,1064552.0
2008/10/06,610367.0
2008/11/03,1597469.5
2008/12/01,1923493.0
2009/01/05,2112101.0
2009/02/02,5089589.5
2009/03/02,2516655.0
2009/04/01,2976445.0
2009/05/04,3927889.5
2009/06/01,2554688.0
2009/07/01,3952118.0
2009/08/03,2453271.0
2009/09/01,2004338.0
2009/10/09,1974523.0
2009/11/02,3272149.0
2009/12/01,3191372.0
2010/01/04,3141098.5
2010/02/01,1993107.0
2010/03/01,3466689.0
2010/04/01,2917919.0
2010/05/04,1897971.0
2010/06/01,1849459.0
2010/07/01,2003621.0
2010/08/02,4134684.0
2010/09/01,4794582.0
2010/10/08,3533562.5
2010/11/01,6643273.5
2010/12/01,2254429.0
2011/01/04,4572014.5
2011/02/01,6062684.0
2011/03/01,3242063.0
2011/04/01,3727762.0
2011/05/03,0.0
2011/06/01,0.0
2011/07/01,3006908.0
2011/08/01,4788830.0
2011/09/01,2970136.0
2011/10/10,1750498.0
2011/11/01,1606060.0
2011/12/01,0.0
2012/01/04,1355127.0
2012/02/01,1654248.0
2012/03/01,907447.0
2012/04/05,935534.0
2012/05/02,1870273.5
2012/06/01,820033.0
2012/07/02,599225.5
2012/08/01,704860.0
2012/09/03,702075.5
2012/10/08,476174.5
2012/11/01,404482.5
2012/12/03,1260632.0
2013/01/04,1488629.5
2013/02/01,1046161.0
2013/03/01,1867371.0
2013/04/01,2446267.0
2013/05/02,3667523.5
2013/06/03,0.0
2013/07/01,0.0
2013/08/01,9660367.0
2013/09/02,4232037.0
2013/10/08,3821247.5
2013/11/01,2367865.0
2013/12/02,2837473.0
2014/01/02,3549807.0
2014/02/07,2575456.5
2014/03/03,1530863.0
2014/04/01,950506.0
2014/05/05,456779.5
2014/06/03,1267820.5
2014/07/01,1258457.0
2014/08/01,1928071.0
2014/09/01,2389064.0
2014/10/08,1591777.0
2014/11/03,1965170.0
2014/12/01,2550616.0
2015/01/05,2386104.0
2015/02/02,2557635.0
2015/03/02,7194883.5
2015/04/01,8043729.0
2015/05/04,1.0107167E7
2015/06/01,8597526.0
2015/07/01,8018200.0
2015/08/03,5523815.0
2015/09/01,3087937.0
2015/10/08,5518471.0
2015/11/02,4582146.0
2015/12/01,4182086.0
2016/01/04,3286272.5
2016/02/01,2640589.0
2016/03/01,4156493.0
2016/04/01,3307726.5
2016/05/03,2581509.0
2016/06/01,2962958.0
