Date,SH600796.Volume
2001/08/08,182100.0
2001/09/03,101450.0
2001/10/08,104250.0
2001/11/01,133600.0
2001/12/03,208600.0
2002/01/04,201300.0
2002/02/01,192450.0
2002/03/01,314000.0
2002/04/01,117000.0
2002/05/08,203700.0
2002/06/03,466000.0
2002/07/01,357300.0
2002/08/01,120650.0
2002/09/02,125050.0
2002/10/08,48100.0
2002/11/01,129200.0
2002/12/02,42250.0
2003/01/02,54900.0
2003/02/10,206700.0
2003/03/03,111600.0
2003/04/01,150150.0
2003/05/12,51700.0
2003/06/02,51300.0
2003/07/01,51800.0
2003/08/01,53100.0
2003/09/01,47354.5
2003/10/08,61814.0
2003/11/03,154471.5
2003/12/01,63579.0
2004/01/02,101303.0
2004/02/02,82946.0
2004/03/01,188395.0
2004/04/01,111000.0
2004/05/10,85900.0
2004/06/01,93350.0
2004/07/01,42072.5
2004/08/02,38430.0
2004/09/01,95423.0
2004/10/08,107982.5
2004/11/01,77466.5
2004/12/01,24440.0
2005/01/04,22194.5
2005/02/01,489024.0
2005/03/01,894321.0
2005/04/01,1126062.0
2005/05/09,739285.0
2005/06/01,455279.0
2005/07/01,188396.0
2005/08/01,308950.0
2005/09/01,478042.0
2005/10/10,241461.5
2005/11/01,332445.0
2005/12/01,381823.5
2006/01/04,454839.5
2006/02/06,575890.0
2006/03/01,312580.0
2006/04/03,0.0
2006/05/08,5693475.5
2006/06/01,4540483.0
2006/07/03,2335648.0
2006/08/01,1411012.0
2006/09/01,2614537.0
2006/10/09,1850941.0
2006/11/01,1659826.5
2006/12/01,4324988.0
2007/01/04,7194610.0
2007/02/01,1.067087E7
2007/03/01,8301417.0
2007/04/02,1.2088351E7
2007/05/08,1.6658391E7
2007/06/01,1.1845911E7
2007/07/02,5678111.5
2007/08/01,6876028.0
2007/09/03,9734998.5
2007/10/08,3771278.5
2007/11/01,2258743.0
2007/12/03,5615221.0
2008/01/02,7202864.5
2008/02/01,6729132.0
2008/03/03,3.1844491E7
2008/04/01,1.8601661E7
2008/05/05,1.3057276E7
2008/06/02,6351362.5
2008/07/01,1.3770894E7
2008/08/01,5037465.0
2008/09/01,4591766.0
2008/10/06,3473919.0
2008/11/03,6873476.5
2008/12/01,1.0242447E7
2009/01/05,7923559.0
2009/02/02,1.8386323E7
2009/03/02,9625413.5
2009/04/01,1.5005391E7
2009/05/04,1.9228509E7
2009/06/01,1.062391E7
2009/07/01,1.3315637E7
2009/08/03,9782913.0
2009/09/01,1.1160481E7
2009/10/09,1.02714595E7
2009/11/02,1.8307585E7
2009/12/01,5881192.0
2010/01/04,6306042.5
2010/02/01,1.0131016E7
2010/03/01,5034786.0
2010/04/01,6817589.0
2010/05/04,3824051.0
2010/06/01,2673085.0
2010/07/01,3139457.5
2010/08/02,1.19248515E7
2010/09/01,1.5826866E7
2010/10/08,9522329.0
2010/11/01,8534682.5
2010/12/01,4436998.0
2011/01/04,1704802.0
2011/02/01,8074619.0
2011/03/01,1.4124714E7
2011/04/01,1.4158756E7
2011/05/03,5943650.0
2011/06/01,6881727.0
2011/07/01,1.011123E7
2011/08/01,7250308.0
2011/09/01,2660933.0
2011/10/10,6391429.0
2011/11/01,4010600.5
2011/12/01,2513938.0
2012/01/04,5558078.0
2012/02/01,5061909.0
2012/03/01,6445338.5
2012/04/05,7371861.0
2012/05/02,3024421.5
2012/06/01,1649226.5
2012/07/02,1752549.0
2012/08/01,2089335.0
2012/09/03,5463542.5
2012/10/08,2320063.0
2012/11/01,1366548.0
2012/12/03,2387954.0
2013/01/04,4710125.5
2013/02/01,4463122.0
2013/03/01,4278747.0
2013/04/01,2457986.5
2013/05/02,4299327.0
2013/06/03,1815612.0
2013/07/01,1940001.0
2013/08/01,2938709.0
2013/09/02,4684432.0
2013/10/08,2.01519705E7
2013/11/01,8004959.0
2013/12/02,2739679.5
2014/01/02,1780011.0
2014/02/07,3321930.5
2014/03/03,2356744.0
2014/04/01,2809789.0
2014/05/05,1393436.0
2014/06/03,1174806.0
2014/07/01,2707410.0
2014/08/01,5268601.0
2014/09/01,6878255.0
2014/10/08,5555742.0
2014/11/03,4170606.0
2014/12/01,6064040.0
2015/01/05,4071134.5
2015/02/02,3015978.0
2015/03/02,1.06019845E7
2015/04/01,1.3414684E7
2015/05/04,1.927904E7
2015/06/01,1.4603226E7
2015/07/01,1.8341287E7
2015/08/03,2.1503953E7
2015/09/01,1.93268515E7
2015/10/08,2.21212E7
2015/11/02,1.5455065E7
2015/12/01,1.2928702E7
2016/01/04,8980033.0
2016/02/01,6965577.5
2016/03/01,6360815.0
2016/04/01,1.07058005E7
2016/05/03,7314829.0
2016/06/01,0.0
