Date,SZ300252.Volume
2011/08/18,6897138.5
2011/09/01,1868086.0
2011/10/10,2019693.0
2011/11/01,1903547.5
2011/12/01,1147406.0
2012/01/04,906068.0
2012/02/01,1688801.0
2012/03/01,1466712.5
2012/04/05,769524.0
2012/05/02,1791869.0
2012/06/01,1560282.5
2012/07/02,2125400.5
2012/08/01,1037295.0
2012/09/03,1257685.5
2012/10/08,479609.0
2012/11/01,355103.0
2012/12/03,1089881.0
2013/01/04,2883695.0
2013/02/01,1873219.0
2013/03/01,1663174.0
2013/04/01,1224578.5
2013/05/02,989358.5
2013/06/03,1613088.0
2013/07/01,1107185.0
2013/08/01,1222748.5
2013/09/02,1099749.0
2013/10/08,1469797.0
2013/11/01,1104529.0
2013/12/02,625655.0
2014/01/02,870249.0
2014/02/07,2997178.0
2014/03/03,1052639.0
2014/04/01,1000999.0
2014/05/05,729235.0
2014/06/03,1129599.0
2014/07/01,827630.0
2014/08/01,901452.0
2014/09/01,2410219.0
2014/10/08,1556122.0
2014/11/03,0.0
2014/12/01,0.0
2015/01/05,0.0
2015/02/02,1854703.0
2015/03/02,2381622.0
2015/04/01,3531122.0
2015/05/04,6717967.0
2015/06/01,5515916.0
2015/07/01,0.0
2015/08/03,8964473.0
2015/09/01,1.1578388E7
2015/10/08,8654230.0
2015/11/02,6849839.0
2015/12/01,4145065.0
2016/01/04,5695361.5
2016/02/01,4403904.0
2016/03/01,6436410.0
2016/04/01,4206670.5
2016/05/03,3057545.0
2016/06/01,2848386.0
