Date,SZ300307.Volume
2012/03/29,1.2172914E7
2012/04/05,3268940.0
2012/05/02,1196804.0
2012/06/01,961351.0
2012/07/02,2353673.0
2012/08/01,1333103.0
2012/09/03,1283379.0
2012/10/08,1800996.0
2012/11/01,1110668.0
2012/12/03,5572516.0
2013/01/04,4220311.5
2013/02/01,2386048.0
2013/03/01,2167216.0
2013/04/01,1382714.5
2013/05/02,5079645.5
2013/06/03,4546107.0
2013/07/01,3142295.0
2013/08/01,4753196.0
2013/09/02,3530850.0
2013/10/08,1936143.5
2013/11/01,4634311.0
2013/12/02,1.2909882E7
2014/01/02,1.1447714E7
2014/02/07,6896224.0
2014/03/03,5882186.0
2014/04/01,3383811.0
2014/05/05,4904321.5
2014/06/03,7584422.5
2014/07/01,7448650.0
2014/08/01,8136075.0
2014/09/01,9691585.0
2014/10/08,4743619.0
2014/11/03,6814350.5
2014/12/01,5164646.0
2015/01/05,4712739.0
2015/02/02,4513187.0
2015/03/02,1.21499085E7
2015/04/01,1.3633453E7
2015/05/04,1.92526575E7
2015/06/01,1.553803E7
2015/07/01,1.6392571E7
2015/08/03,1.2382692E7
2015/09/01,1.03682275E7
2015/10/08,1.5897521E7
2015/11/02,2.1919693E7
2015/12/01,1.2169207E7
2016/01/04,1.2145615E7
2016/02/01,1.2792454E7
2016/03/01,1.6014696E7
2016/04/01,1.3222184E7
2016/05/03,1.4064049E7
2016/06/01,2.0433784E7
