Date,SZ002335.Volume
2010/01/13,2665678.0
2010/02/01,1093845.0
2010/03/01,1130002.0
2010/04/01,1551150.0
2010/05/04,1045937.5
2010/06/01,792995.0
2010/07/01,943938.0
2010/08/02,958180.5
2010/09/01,646128.0
2010/10/08,610286.0
2010/11/01,1039954.0
2010/12/01,401962.0
2011/01/04,321047.5
2011/02/01,892098.0
2011/03/01,528140.0
2011/04/01,1130783.0
2011/05/03,612604.0
2011/06/01,424869.0
2011/07/01,611751.0
2011/08/01,626472.0
2011/09/01,2139388.0
2011/10/10,687863.0
2011/11/01,671015.0
2011/12/01,271257.5
2012/01/04,462749.0
2012/02/01,594098.0
2012/03/01,556206.5
2012/04/05,470810.0
2012/05/02,437404.0
2012/06/01,1046229.5
2012/07/02,477513.0
2012/08/01,526475.0
2012/09/03,552812.5
2012/10/08,383806.5
2012/11/01,321001.5
2012/12/03,858281.0
2013/01/04,1036433.5
2013/02/01,799228.0
2013/03/01,1813764.0
2013/04/01,920254.0
2013/05/02,4191240.5
2013/06/03,3101294.0
2013/07/01,2272970.0
2013/08/01,1754789.0
2013/09/02,985524.0
2013/10/08,1488347.0
2013/11/01,1094271.0
2013/12/02,682426.0
2014/01/02,1297048.0
2014/02/07,2534059.0
2014/03/03,1644531.0
2014/04/01,1122309.0
2014/05/05,624329.5
2014/06/03,959096.5
2014/07/01,1767000.0
2014/08/01,2887722.0
2014/09/01,2173654.0
2014/10/08,2493993.5
2014/11/03,2185363.0
2014/12/01,0.0
2015/01/05,0.0
2015/02/02,2554026.0
2015/03/02,4626492.0
2015/04/01,4562906.0
2015/05/04,3612736.0
2015/06/01,4273285.0
2015/07/01,6703539.0
2015/08/03,8317978.0
2015/09/01,5882829.5
2015/10/08,7937683.0
2015/11/02,5566588.0
2015/12/01,4503473.0
2016/01/04,4011566.0
2016/02/01,2839791.5
2016/03/01,4426959.0
2016/04/01,4484316.0
2016/05/03,3100877.0
2016/06/01,4551817.0
