Date,SH601169.Close
2008/01/01,21.29
2008/01/02,21.29
2008/01/03,17.65
2008/02/01,18.5
2008/02/02,17.98
2008/02/03,16.49
2008/03/01,16.255
2008/03/02,14.555
2008/03/03,13.99
2008/04/01,14.69
2008/04/02,14.2
2008/04/03,16.325
2008/05/01,16.23
2008/05/02,16.66
2008/05/03,15.29
2008/06/01,15.11
2008/06/02,13.435
2008/06/03,14.51
2008/07/01,13.705
2008/07/02,13.25
2008/07/03,13.14
2008/08/01,12.57
2008/08/02,10.115
2008/08/03,9.51
2008/09/01,8.81
2008/09/02,7.355
2008/09/03,8.09
2008/10/01,7.37
2008/10/02,8.2
2008/10/03,7.96
2008/11/01,8.375
2008/11/02,9.24
2008/11/03,8.44
2008/12/01,8.82
2008/12/02,9.24
2008/12/03,9.005
2009/01/01,9.17
2009/01/02,9.75
2009/01/03,10.42
2009/02/01,10.68
2009/02/02,10.965
2009/02/03,10.61
2009/03/01,10.77
2009/03/02,11.135
2009/03/03,11.89
2009/04/01,12.28
2009/04/02,12.415
2009/04/03,11.985
2009/05/01,12.59
2009/05/02,13.195
2009/05/03,12.78
2009/06/01,14.115
2009/06/02,15.07
2009/06/03,16.06
2009/07/01,16.54
2009/07/02,16.84
2009/07/03,17.64
2009/08/01,17.4
2009/08/02,16.09
2009/08/03,15.7
2009/09/01,16.57
2009/09/02,17.62
2009/09/03,17.11
2009/10/01,18.1
2009/10/02,18.29
2009/10/03,18.28
2009/11/01,18.49
2009/11/02,18.715
2009/11/03,18.33
2009/12/01,18.22
2009/12/02,19.08
2009/12/03,18.61
2010/01/01,18.37
2010/01/02,16.375
2010/01/03,16.4
2010/02/01,15.61
2010/02/02,15.81
2010/02/03,15.7
2010/03/01,16.465
2010/03/02,16.45
2010/03/03,16.395
2010/04/01,16.695
2010/04/02,16.08
2010/04/03,13.715
2010/05/01,13.69
2010/05/02,13.445
2010/05/03,13.46
2010/06/01,12.515
2010/06/02,12.13
2010/06/03,12.59
2010/07/01,12.57
2010/07/02,13.3
2010/07/03,13.89
2010/08/01,13.69
2010/08/02,13.315
2010/08/03,12.785
2010/09/01,12.79
2010/09/02,11.855
2010/09/03,11.7
2010/10/01,12.33
2010/10/02,13.805
2010/10/03,13.82
2010/11/01,13.965
2010/11/02,12.4
2010/11/03,12.05
2010/12/01,11.94
2010/12/02,11.785
2010/12/03,11.56
2011/01/01,11.64
2011/01/02,11.755
2011/01/03,11.61
2011/02/01,11.67
2011/02/02,11.98
2011/02/03,11.585
2011/03/01,12.105
2011/03/02,11.78
2011/03/03,11.97
2011/04/01,12.455
2011/04/02,12.235
2011/04/03,11.965
2011/05/01,11.43
2011/05/02,11.32
2011/05/03,10.96
2011/06/01,10.45
2011/06/02,9.755
2011/06/03,9.93
2011/07/01,10.13
2011/07/02,10.025
2011/07/03,9.57
2011/08/01,9.465
2011/08/02,9.2
2011/08/03,9.68
2011/09/01,9.71
2011/09/02,9.63
2011/09/03,9.375
2011/10/01,9.16
2011/10/02,9.7
2011/10/03,10.15
2011/11/01,10.19
2011/11/02,9.87
2011/11/03,9.53
2011/12/01,9.68
2011/12/02,9.5
2011/12/03,9.28
2012/01/01,9.37
2012/01/02,9.735
2012/01/03,9.975
2012/02/01,10.2
2012/02/02,10.135
2012/02/03,10.325
2012/03/01,10.25
2012/03/02,10.14
2012/03/03,9.975
2012/04/01,9.725
2012/04/02,9.86
2012/04/03,10.4
2012/05/01,10.52
2012/05/02,10.055
2012/05/03,9.86
2012/06/01,9.555
2012/06/02,9.485
2012/06/03,9.58
2012/07/01,9.76
2012/07/02,7.48
2012/07/03,7.32
2012/08/01,7.56
2012/08/02,7.41
2012/08/03,7.31
2012/09/01,7.245
2012/09/02,7.17
2012/09/03,6.79
2012/10/01,6.95
2012/10/02,6.94
2012/10/03,6.895
2012/11/01,7.16
2012/11/02,7.06
2012/11/03,7.225
2012/12/01,7.67
2012/12/02,8.88
2012/12/03,9.01
2013/01/01,9.19
2013/01/02,9.135
2013/01/03,9.82
2013/02/01,10.185
2013/02/02,9.79
2013/02/03,9.3
2013/03/01,9.355
2013/03/02,9.16
2013/03/03,9.36
2013/04/01,8.67
2013/04/02,8.58
2013/04/03,8.61
2013/05/01,8.97
2013/05/02,8.95
2013/05/03,9.11
2013/06/01,8.87
2013/06/02,8.43
2013/06/03,7.6
2013/07/01,7.64
2013/07/02,8.13
2013/07/03,7.38
2013/08/01,7.45
2013/08/02,7.66
2013/08/03,7.72
2013/09/01,8.06
2013/09/02,8.67
2013/09/03,8.205
2013/10/01,8.16
2013/10/02,8.03
2013/10/03,8.08
2013/11/01,7.855
2013/11/02,7.74
2013/11/03,7.8
2013/12/01,7.96
2013/12/02,7.645
2013/12/03,7.36
2014/01/01,7.21
2014/01/02,7.055
2014/01/03,7.11
2014/02/01,7.155
2014/02/02,7.39
2014/02/03,7.62
2014/03/01,7.34
2014/03/02,7.205
2014/03/03,7.54
2014/04/01,7.68
2014/04/02,7.665
2014/04/03,7.545
2014/05/01,7.47
2014/05/02,7.58
2014/05/03,7.82
2014/06/01,7.905
2014/06/02,7.985
2014/06/03,8.015
2014/07/01,8.15
2014/07/02,8.2
2014/07/03,7.07
2014/08/01,7.295
2014/08/02,7.095
2014/08/03,7.18
2014/09/01,7.71
2014/09/02,7.8
2014/09/03,8.02
2014/10/01,8.02
2014/10/02,7.805
2014/10/03,7.76
2014/11/01,8.185
2014/11/02,8.22
2014/11/03,8.33
2014/12/01,9.475
2014/12/02,9.65
2014/12/03,10.305
2015/01/01,10.72
2015/01/02,10.91
2015/01/03,10.57
2015/02/01,10.0
2015/02/02,10.07
2015/02/03,10.44
2015/03/01,10.05
2015/03/02,11.075
2015/03/03,10.91
2015/04/01,11.27
2015/04/02,12.45
2015/04/03,12.355
2015/05/01,13.47
2015/05/02,13.2
2015/05/03,13.39
2015/06/01,14.01
2015/06/02,14.45
2015/06/03,13.48
2015/07/01,12.39
2015/07/02,12.695
2015/07/03,9.04
2015/08/01,9.0
2015/08/02,8.82
2015/08/03,8.02
2015/09/01,8.735
2015/09/02,8.725
2015/09/03,8.605
2015/10/01,8.77
2015/11/02,9.76
2015/11/03,9.56
2015/12/01,10.035
2015/12/02,10.165
2015/12/03,10.53
